Speaker: Simeon
  Tier Type: po, Annotations Count: 310
    Time Stamp: a814, Annotation: yakuta aparka, ñukanchiklla kutin na sakirkanchik 
    Time Stamp: a817, Annotation: warmi karka
    Time Stamp: a818, Annotation: Antoñopa mama
    Time Stamp: a820, Annotation: ñukanchik sobrino Añtoño mama karka
    Time Stamp: a826, Annotation: Reynaldo karkaka
    Time Stamp: a929, Annotation: chay punta urku, bonitu, hawa pampa tiyanllama shina
    Time Stamp: a933, Annotation: kaypi satikshamunakun
    Time Stamp: a934, Annotation: cuydima
    Time Stamp: a935, Annotation: sirata churashpa sakin rin ninka, imatapash llamkan
    Time Stamp: a937, Annotation: yumbu llamkasha
    Time Stamp: a938, Annotation: cuyimari kay ukupi, ushkanin kay ukukupi
    Time Stamp: a980, Annotation: na primu kani nin 
    Time Stamp: a1100, Annotation: chay historiataka 
    Time Stamp: a1170, Annotation: shina aparishka chay
    Time Stamp: a1171, Annotation: shina chay 
    Time Stamp: a1223, Annotation: wawakunawan risha igual puchuchipi putiyakun 
    Time Stamp: a1271, Annotation: na sakin, pakalla 
    Time Stamp: a1349, Annotation: mm pakalla mikunkapa
    Time Stamp: a1479, Annotation: ñukanchi con frio ashta baile baile 
    Time Stamp: a1481, Annotation: putianalla
    Time Stamp: a1482, Annotation: cambiuta rurash kan
    Time Stamp: a1483, Annotation: cambiu llama cambiu
    Time Stamp: a1484, Annotation: llama cambiu 
    Time Stamp: a1485, Annotation: shuk shuk ovejeria 
    Time Stamp: a1487, Annotation: shukka llukshin shuk cambiarin 
    Time Stamp: a1488, Annotation: nuevo yaykun chaypi, llukshikun
    Time Stamp: a1489, Annotation: machashka llukshina (asi)
    Time Stamp: a1490, Annotation: mmm machakani
    Time Stamp: a1491, Annotation: chaymanta sakirkani
    Time Stamp: a2640, Annotation: challwaman paschin
    Time Stamp: a2641, Annotation: wakchanalla pakalla
    Time Stamp: a2736, Annotation: Chillapata Caleramanda
    Time Stamp: a2737, Annotation: inguitakpi shamurkani
    Time Stamp: a2738, Annotation: Manuel Fuerez Salazar
    Time Stamp: a2739, Annotation: Chillapatapi nacishkakani
    Time Stamp: a2740, Annotation: Yana urkupi propio tiyanika haber
    Time Stamp: a2741, Annotation: Chillapataka shina
    Time Stamp: a2742, Annotation: partidu sakishpa wañurka
    Time Stamp: a2743, Annotation: na rikuchik partidariokunaka shina
    Time Stamp: a2744, Annotation: chuklluwanma tarpushka na rikuchirkaka
    Time Stamp: a2745, Annotation: chaymanta hatushka mejor
    Time Stamp: a2746, Annotation: familiawan rikllapimi
    Time Stamp: a2747, Annotation: ashta way cazarasta
    Time Stamp: a2748, Annotation: kay shuk chutakun
    Time Stamp: a2749, Annotation: chutashpa apawan
    Time Stamp: a2750, Annotation: karawan 
    Time Stamp: a2751, Annotation: upyachinkapak
    Time Stamp: a2752, Annotation: ari, ña rinimi 
    Time Stamp: a2753, Annotation: cazamintoyman 
    Time Stamp: a2754, Annotation: ima fiestaman
    Time Stamp: a2755, Annotation: invitakpi rini
    Time Stamp: a2756, Annotation: chaypika ñukaka 
    Time Stamp: a2757, Annotation: mikuy chaykuna na purini 
    Time Stamp: a2758, Annotation: umawan machaykamanka avanzani upyayta chaymanta
    Time Stamp: a2759, Annotation: kayshupash chayshupash
    Time Stamp: a2760, Annotation: ranti ranti kichunakun
    Time Stamp: a2761, Annotation: demas quere
    Time Stamp: a2762, Annotation: ñuka warmi na llullanichu
    Time Stamp: a2763, Annotation: paytapash muchu keren ñuka
    Time Stamp: a2951, Annotation: lobo nishka kaypi kakashca vez
    Time Stamp: a4376, Annotation: urku lubu
    Time Stamp: a2953, Annotation: llullu llamitukunata
    Time Stamp: a2954, Annotation: tuta shamushapaka
    Time Stamp: a2955, Annotation: illakta (..........)
    Time Stamp: a2956, Annotation: manchanay tuyu chupa 
    Time Stamp: a2957, Annotation: shina tuyu chupa
    Time Stamp: a3157, Annotation: Pastu calle nishkata pasashpa
    Time Stamp: a3158, Annotation: kunu tiyan washani pukrupi lo que quiera 
    Time Stamp: a3241, Annotation: motika shina matikunapi
    Time Stamp: a3242, Annotation: kuyuchishka urkukuna
    Time Stamp: a3243, Annotation: chakturashka kuykata nishkata mikushpa pur
    Time Stamp: a3244, Annotation: billimanta chayka mikunlla
    Time Stamp: a3358, Annotation: pichon
    Time Stamp: a3359, Annotation: Quituwan kaywan pelian ninka
    Time Stamp: a3360, Annotation: Wingupana urkuwan Quituwan
    Time Stamp: a3361, Annotation: contrapuntiyan nin imashinakashpa
    Time Stamp: a3362, Annotation: chay tiempoka ñukapash kutin
    Time Stamp: a3363, Annotation: tiyashka kasha
    Time Stamp: a3364, Annotation: hatun mayurkunami parlan shina 
    Time Stamp: a3365, Annotation: kutin mas altu rumitami chay
    Time Stamp: a3367, Annotation: imashina kana kakpipash
    Time Stamp: a3368, Annotation: Quito piliashpami
    Time Stamp: a3369, Annotation: Quito vencishpa kashna tukuchin nin
    Time Stamp: a3449, Annotation: Quituta na rikun kariyan ninka chaymanta
    Time Stamp: a3451, Annotation: shina ñuka uyashkani 
    Time Stamp: a4377, Annotation: kutin hawa pampataka
    Time Stamp: a4378, Annotation: pampallami tiyana 
    Time Stamp: a3566, Annotation: shina ari 
    Time Stamp: a3567, Annotation: shina urkunitapash 
    Time Stamp: a3568, Annotation: chay  mitokuna
    Time Stamp: a3569, Annotation: shina makanakushpa kayta vinciran
    Time Stamp: a3570, Annotation: chaykunata chaypi
    Time Stamp: a3615, Annotation: kutin rumi saltuta rikusha ninkichichu
    Time Stamp: a3643, Annotation: wichaymanmi churashun
    Time Stamp: a3700, Annotation: ñukaka kunkuri na purini
  Tier Type: mb, Annotations Count: 99
    Time Stamp: a7, Annotation: ja
    Time Stamp: a8, Annotation: Hatun Winkupana urku
    Time Stamp: a9, Annotation: ah ah 
    Time Stamp: a10, Annotation: kay-mi
    Time Stamp: a11, Annotation: kay-mi
    Time Stamp: a12, Annotation: kay Quito
    Time Stamp: a13, Annotation: Quito llakta-chu
    Time Stamp: a14, Annotation:   Quito urkun
    Time Stamp: a15, Annotation: kay Wingupana-wan pelea-shpa-mi kashna tuku-rka-ni kashna
    Time Stamp: a46, Annotation: Quito-wan, Wingupana-wan pelia-shpa kay limpiu tukuri-na ni-n
    Time Stamp: a56, Annotation: ima chay terremutu
    Time Stamp: a58, Annotation: chay hawa Quito-n
    Time Stamp: a77, Annotation: Quitu-wan, Wingupana-wan 
    Time Stamp: a78, Annotation: pelea-na-kuna chay-mi kashna tukuri-na
    Time Stamp: a81, Annotation: Quito rikuri-na kan ni-n  kay altura 
    Time Stamp: a112, Annotation: chay-pi shina-ta tukuri-na ka-shka
    Time Stamp: a113, Annotation: jaus pampa-pi-ka kashna-mi 
    Time Stamp: a115, Annotation: tiempo ñupa-ta-ka, shina inka-kuna ni-nchi
    Time Stamp: a116, Annotation: chay-ni-pi shina 
    Time Stamp: a117, Annotation: parlan pelia-shka 
    Time Stamp: a118, Annotation: mas altura ka-rka ni-n 
    Time Stamp: a121, Annotation: chay uchu-ka na cuenta kunchi-k
    Time Stamp: a122, Annotation: chay ñuka-nchi-ka parlu-ta uya-nchi-ka 
    Time Stamp: a123, Annotation: shina pelia-shka Quitu-wan kay
    Time Stamp: a124, Annotation: tukuri-shka redundu
    Time Stamp: a126, Annotation: llakta tukuri-ri-n mas altura 
    Time Stamp: a206, Annotation: hacienda-ka ñuka maki-pi
    Time Stamp: a207, Annotation: ñuka maki-pi shina
    Time Stamp: a208, Annotation: 50 o mas años chari 
    Time Stamp: a209, Annotation: ñuka maki-pi rob, mashti-mi vaqueria chinka-rka kay washa uku-y
    Time Stamp: a210, Annotation: vaqueria ka-rka-nchik ñuka-nchik
    Time Stamp: a211, Annotation: chay horas shina
    Time Stamp: a214, Annotation: bonito pampa, ñuka-nchik vaqueria-ta rura-rka-nchik
    Time Stamp: a215, Annotation: vaqueria-ta rura-shpa-ka
    Time Stamp: a216, Annotation: derepente cholo-kuna shamush uma-pi kushpa-ka
    Time Stamp: a217, Annotation: shuk futuru pasan-chi-nchik ni-shpa-ka
    Time Stamp: a218, Annotation: ñuka-nchik maki-nta ña shukshi-na cerca
    Time Stamp: a219, Annotation: chay wakra-kuna  si ulku turu pasa-sha di una vez apa-shpa ri-rka amen
    Time Stamp: a220, Annotation: chay chay-manta
    Time Stamp: a221, Annotation: chay-pi tukuri-kpi
    Time Stamp: a222, Annotation: wakra-ta apa-rka chullku
    Time Stamp: a223, Annotation: wakra-ka treintash-na coristi-rka-nchik ñuka-nchik ishka-nti-wa-lla mujer 
    Time Stamp: a287, Annotation: may-manta pagan-ka-yari shina ñuka-nchik
    Time Stamp: a289, Annotation: wasi-ta-mi rura-shpa tiya-rka-nchi, wasikaman chakrakaman 
    Time Stamp: a290, Annotation: shina uvegeria
    Time Stamp: a291, Annotation: wasikaman shuwa-ku-shka-n chay shina upalla
    Time Stamp: a292, Annotation: grupu tukuri-shpa llukshi-ri-rka-ka cholu-kuna-ka wasi-chi hacienda-ta shitash
    Time Stamp: a293, Annotation: chay-pi limpu saki-ri-rka wasikaman saki-rka, vaqueria saki-ri-rka
    Time Stamp: a295, Annotation: chari-ku-n
    Time Stamp: a296, Annotation: kunan huras dueño, shina chay huras-ka Manuel Toapanta ni-shka
    Time Stamp: a297, Annotation: presidente-ka-pish kati-shpa chay haciendash , illak-ta pay apa-rka-ka
    Time Stamp: a298, Annotation: ari ñuka gasta-rka-ni ni-kpi-ka 
    Time Stamp: a325, Annotation: ñuka-nchi-ka gindi tuntu-ya-shka na chay kullki na volti-ya-nchi
    Time Stamp: a326, Annotation: ni recibu-ta na hapi-shka-ka
    Time Stamp: a327, Annotation: pay-lla provecha-shka kunan-ka 
    Time Stamp: a328, Annotation: ushushi masha tiya-rka, masha-wan wañu-rka
    Time Stamp: a329, Annotation: piru
    Time Stamp: a330, Annotation: shina chay na-chu, shina hacienda-kuna-ka tiya-rka-ka
    Time Stamp: a331, Annotation: ñuka-nchik amu-kuna casi veintiun puzu tiya-rka 
    Time Stamp: a332, Annotation:  finiya-n-mi
    Time Stamp: a333, Annotation: cinco de la mañana-ta-ka tarea shukshish
    Time Stamp: a334, Annotation: tiya-ku-ka-ni veinte, tarea de veinte palu de largo 
    Time Stamp: a4196, Annotation: asadun-ku-ta-pash na kushpa, shina ñuka-nchik asadun trabaja-shpa
    Time Stamp: a4197, Annotation: chay-mi kichu pudir-ka-nchik
    Time Stamp: a335, Annotation: chay-kuna pelea
    Time Stamp: a336, Annotation: pay-kuna punta cabesillu-ka-rka
    Time Stamp: a337, Annotation: chay-kuna punto pelea ka-rka (....................)
    Time Stamp: a473, Annotation: (..................................) washa-ta mas
    Time Stamp: a474, Annotation: urku-kuna-mi tiyan 
    Time Stamp: a475, Annotation: urku-ka urani-pi, wayra Punku urku tiyan 
    Time Stamp: a478, Annotation: ajeno urku-ta-ka na riksi-nchi-chu
    Time Stamp: a479, Annotation: kay-ka shuk ladu (......................)
    Time Stamp: a480, Annotation: ima shuti urku-cha-ri-pish
    Time Stamp: a481, Annotation: ima shuti-ta ka-rka
    Time Stamp: a482, Annotation: washani 
    Time Stamp: a483, Annotation: wingu, wingupana-lla-ta ka-nka-ka calle illa-ka
    Time Stamp: a484, Annotation: llakta Wingupana-lla-ta
    Time Stamp: a485, Annotation: llakta wingupana-lla chay shina
    Time Stamp: a486, Annotation: washa-ni urku-ta (............)
    Time Stamp: a565, Annotation: Wayrapungu shina-lla-ta shuk urku-wa-mi
    Time Stamp: a566, Annotation: rumi saltu ni-shka-ka-n 
    Time Stamp: a567, Annotation: rumi saltu kay altu-ku
    Time Stamp: a570, Annotation: cada hura chaki, chakiñanta puri-shpa-ka
    Time Stamp: a590, Annotation: chaki-ta nanak-pi-ka 
    Time Stamp: a591, Annotation: picha-shpa chay-pi chura-shpa puri-na urku-mi
    Time Stamp: a594, Annotation: chaki ri-na-pi (...............)
    Time Stamp: a600, Annotation: Yugu-shka chay-pi
    Time Stamp: a602, Annotation: hatun urku-lla, kay urku-kuna shina 
    Time Stamp: a667, Annotation: kunan-mi kashna kani, ñuka-pash bien duro-mi ka-rka-ni presidente
    Time Stamp: a670, Annotation: ñuka masha tiya-ni
    Time Stamp: a673, Annotation: wata-wa-lla chayra saki-shka  kan diri diriginti-manta
    Time Stamp: a674, Annotation: ima alcalde tuku-ku-rka-ni ima ima 
    Time Stamp: a677, Annotation: shina-ka ishkay-ku-ta-lla chari-ni
    Time Stamp: a679, Annotation: ranti ranti 
    Time Stamp: a814, Annotation: yaku-ta apa-rka, ñuka-nchik-lla kutin na saki-rka-nchik 
    Time Stamp: a817, Annotation: warmi ka-rka
    Time Stamp: a818, Annotation: Antoño-pa mama
    Time Stamp: a820, Annotation: ñuka-nchik sobrino Añtoño mama ka-rka
    Time Stamp: a1491, Annotation: None
  Tier Type: gl, Annotations Count: 98
    Time Stamp: a4462, Annotation: ja
    Time Stamp: a4501, Annotation: grande Winkupana cerro
    Time Stamp: a4502, Annotation: ah ah 
    Time Stamp: a4503, Annotation: este-AF.EV
    Time Stamp: a4504, Annotation: este-AF.EV
    Time Stamp: a4505, Annotation: este Quito
    Time Stamp: a4506, Annotation: Quito cuidad-Q
    Time Stamp: a4507, Annotation:   Quito cerro
    Time Stamp: a4508, Annotation: este Wingupana-COM1 pelea-SR-AF.EV asi hacer-PAST-1 asi
    Time Stamp: a4509, Annotation: Quito-COM1, Wingupana-COM1 pelea-SR este limpio acabar decir-3
    Time Stamp: a4510, Annotation: ima chay terremutu
    Time Stamp: a4511, Annotation: ese arriba Quito-3
    Time Stamp: a4512, Annotation: Quitu-COM1, Wingupana-COM1
    Time Stamp: a4513, Annotation: pelea-NMLZ-PL ese-AF.EV asi acabar-NMLZ
    Time Stamp: a4557, Annotation: Quito ver-NMLZ debe decir-3 este altura
    Time Stamp: a4558, Annotation: ese-LOC asi-AC acabar-NMLZ ser-PFV
    Time Stamp: a4559, Annotation: jaus terreno-LOC-FOC asi-AF.EV
    Time Stamp: a4581, Annotation: tiempo pasado-AC-FOC asi Inka-PL decir-1PL
    Time Stamp: a4582, Annotation: ese-1-LOC asi
    Time Stamp: a4583, Annotation: coversan pelea-PFV
    Time Stamp: a4622, Annotation: mas altura ser-PAST decir-3
    Time Stamp: a4623, Annotation: ese ocho-FOC no cuenta damos-AG
    Time Stamp: a4624, Annotation: ese yo-1PL-FOC cpnversa-AC oir-1PL-FOC
    Time Stamp: a4625, Annotation: asi pelea-PFV Quito-cOM1 este
    Time Stamp: a4626, Annotation: acabar-PFV redondo
    Time Stamp: a4627, Annotation: comuna tern\minar-RFLX-3 mas altura
    Time Stamp: a4628, Annotation: hacienda-FOC yo mano-LOC
    Time Stamp: a4629, Annotation: yo mano-LOC asi
    Time Stamp: a4630, Annotation: 50 o mas años es 
    Time Stamp: a4631, Annotation: yo mano-LOC rob, como-AF.EV vaqueriaq perder-PAST este atras adentro-NMZL
    Time Stamp: a4632, Annotation: vaqueria ser-PAST-1PL yo-1PL
    Time Stamp: a4698, Annotation: ese horas asi
    Time Stamp: a4699, Annotation: bonito terreno, yo-1PL vaqueria-AC hacer-PAST-1PL
    Time Stamp: a4700, Annotation: vaqueri-AC hacer-SR-FOC
    Time Stamp: a4701, Annotation: derepente cholo-PL venir cabeza-LOC dar-FOC
    Time Stamp: a4702, Annotation: uno futuro pasan-CAUS-1PL decir-SR-FOC
    Time Stamp: a4703, Annotation: None
    Time Stamp: a4727, Annotation: ese vaca-PL si ulku toro pasa-1FUT de una vez llevar-SR ir-PAST amen
    Time Stamp: a4728, Annotation: ese ese-ABL
    Time Stamp: a4729, Annotation: ese-LOC terminar-DR
    Time Stamp: a4730, Annotation: vaca-Ac llevar-PAST chulco
    Time Stamp: a4731, Annotation: vaca-FOC treinta-NMLZ cuarenta-PAST-1PL yo-1PL dos-COM2-DIM-LIM mujer
    Time Stamp: a4732, Annotation: donde-ABL pagar-FOC-yari asi yo-1PL
    Time Stamp: a4733, Annotation: casa-AC-AF.EV hacer-SR haber-PAST-1PL, mayordono agricultor
    Time Stamp: a4734, Annotation: asi ovejero
    Time Stamp: a4762, Annotation: mayordono ladron-PRG-PFV-3 ese asi callado
    Time Stamp: a4763, Annotation: acabar-SR salir-RFLX-PAST-FOC cholo-PL-FOC casa-CAUS hacienda-AC botando
    Time Stamp: a4764, Annotation: ese-LOC limpio dejar-RFLX-PAST mayordono dejar-PAST, Vaqueria dejar-RFLX-PAST
    Time Stamp: a4765, Annotation: tener-PRG-3
    Time Stamp: a4779, Annotation: ahora horas dueño, asi ese horas-FOC Manuel Toapanta decir-PFV
    Time Stamp: a4780, Annotation: presidente-FOC seguir-SR ese hacienda, ausente-AC el llevar-PAST-FOC
    Time Stamp: a4781, Annotation: si yo gastar-PAST-1 decir-DR-FOC
    Time Stamp: a4795, Annotation: yo-1PL-FOC gente tonto-PROC-PFV no ese dinero no volvio-PROC-1PL
    Time Stamp: a4804, Annotation: ni recibo/AC no coger-PFV-FOC
    Time Stamp: a4805, Annotation: el-LIM provecha-PFV ahora-FOC
    Time Stamp: a4806, Annotation: hija yerno haber-PAST, yerno-COM1 morir-PAST
    Time Stamp: a4807, Annotation: pero
    Time Stamp: a4808, Annotation: asi ese no-Q, asi hacienda-PL-FOC haber-PAST-FOC
    Time Stamp: a4809, Annotation: yo-1PL patron-PL casi vente y uno pozo haber-PAST
    Time Stamp: a4810, Annotation: enojar-3-AF.EV
    Time Stamp: a4851, Annotation: cinco de la mañana-AC-FOC tarea salir
    Time Stamp: a4852, Annotation: sentar-PFR-FOC-1 veinte, tarea de veinte palo de largo 
    Time Stamp: a4853, Annotation: azadon-DIM-AD no dar, asi yo-1PL azadon trabajar-SR
    Time Stamp: a4854, Annotation: ese-AF.EV quitar poder-FOC-1PL
    Time Stamp: a4855, Annotation: ese-PL pelea
    Time Stamp: a4856, Annotation: el-PL antes capataz-FOC-PAST
    Time Stamp: a4857, Annotation: ese-PL punto pelea-ser-PAST
    Time Stamp: a4858, Annotation: (..................................) atras-AC mas
    Time Stamp: a4859, Annotation: cerro-PL-AF.EV hay
    Time Stamp: a4970, Annotation: cerro-FOC abajo-LOC, Wayra Punku cerro hay
    Time Stamp: a4971, Annotation: ajeno cerro-AC-FOC no conocer-1PL-Q
    Time Stamp: a4972, Annotation: este-FOC un lado (......
    Time Stamp: a4973, Annotation: que nombre cerro-CNJ.EV RFLX-AD
    Time Stamp: a4974, Annotation: que nombre-AC ser-PAST
    Time Stamp: a5039, Annotation: atras
    Time Stamp: a5040, Annotation: Wigu, Wingupana-LIM-AC ser-3FUT-FOC calle ausentar-FOC
    Time Stamp: a5041, Annotation: comuna Wingupana-LIM-AC
    Time Stamp: a5042, Annotation: comuna Wingupana-LIM ese asi
    Time Stamp: a5043, Annotation: atras-1 cerro-AC
    Time Stamp: a5044, Annotation: Wayrapungu asi-LIM-AC un cerro-DIM-AF.EV
    Time Stamp: a5045, Annotation: piedra salto decir-PFV-FOC-3
    Time Stamp: a5046, Annotation: piedra salto este alto-DIM
    Time Stamp: a5047, Annotation: cada hora pie, sendero, caminar-SR-FOC
    Time Stamp: a5048, Annotation: pie-AC dolor-LOC-FOC
    Time Stamp: a5049, Annotation: barrer-SR ese-LOC poner-SR andar-NMLZ cerro-AF.EV
    Time Stamp: a5050, Annotation: pie ir-NMLZ-LOC
    Time Stamp: a5051, Annotation: Yugu-PFV ese-LOC
    Time Stamp: a5052, Annotation: grande cerro-LIM, este cerro-PL asi
    Time Stamp: a5154, Annotation: ahora-AF.EV asi soy, yo-AD bien duro-AF.EV ser-PAST-1
    Time Stamp: a5155, Annotation: yo-cuanto-tener-1
    Time Stamp: a5156, Annotation: año-OB1-LIM recien dejar-PFV es diri dirigente-ABL
    Time Stamp: a5157, Annotation: que alcalde hacer-PRG-PAST-1 que que
    Time Stamp: a5158, Annotation: asi-Ac dos-DIM-AC-LIM tener-1
    Time Stamp: a5256, Annotation: ambos, ambos 
    Time Stamp: a5257, Annotation: agua-AC llevar-PAST, yo-1PL-LIM otra vez no dejar-PAST-1PL
    Time Stamp: a5258, Annotation: mujer ser-PAST
    Time Stamp: a5259, Annotation: Antoño-POS mama
    Time Stamp: a5260, Annotation: yo-1PL sobrino  Añtoño mama ser-PAST
Speaker: mujer 1 C
  Tier Type: po, Annotations Count: 812
    Time Stamp: ('ts5', 'ts6'), Annotation: kay puestuga
    Time Stamp: ('ts7', 'ts8'), Annotation: jatun Wingupana 
    Time Stamp: ('ts26', 'ts28'), Annotation: demas, demas 
    Time Stamp: ('ts30', 'ts33'), Annotation: alto rrumikuna,  kay altura 
    Time Stamp: ('ts35', 'ts37'), Annotation: ah ah 
    Time Stamp: ('ts38', 'ts40'), Annotation: chi, kay rrumikunaka viñashka kay
    Time Stamp: ('ts41', 'ts42'), Annotation: urmashka
    Time Stamp: ('ts45', 'ts49'), Annotation: imashtimi imashti uru apan
    Time Stamp: ('ts56', 'ts58'), Annotation: ele
    Time Stamp: ('ts59', 'ts61'), Annotation: Elesagau kay chay peleari
    Time Stamp: ('ts63', 'ts67'), Annotation: ah ah 
    Time Stamp: ('ts86', 'ts91'), Annotation: Quitug rikunagag nin kay, kay urku
    Time Stamp: ('ts93', 'ts94'), Annotation: kay altura 
    Time Stamp: ('ts96', 'ts99'), Annotation: ah ah 
    Time Stamp: ('ts100', 'ts103'), Annotation: ah ah 
    Time Stamp: ('ts105', 'ts107'), Annotation: mana, kay mundar kay munda
    Time Stamp: ('ts117', 'ts119'), Annotation: None
    Time Stamp: ('ts121', 'ts123'), Annotation: (....................)
    Time Stamp: ('ts124', 'ts126'), Annotation: rrinlla jaguata 
    Time Stamp: ('ts127', 'ts128'), Annotation: china muyuna
    Time Stamp: ('ts130', 'ts131'), Annotation: chay altopika doce
    Time Stamp: ('ts132', 'ts134'), Annotation: sicanchari chaypisi na
    Time Stamp: ('ts135', 'ts136'), Annotation: kay Jatun Wingupana 
    Time Stamp: ('ts138', 'ts139'), Annotation: ha ha 
    Time Stamp: ('ts141', 'ts145'), Annotation: chi ñata nijurkani chay na kallarimandaka
    Time Stamp: ('ts152', 'ts153'), Annotation: None
    Time Stamp: ('ts154', 'ts156'), Annotation: tiempo gindikuna 
    Time Stamp: ('ts157', 'ts158'), Annotation: chaymi kashna pedasu pedasu sakirishkakan 
    Time Stamp: ('ts173', 'ts176'), Annotation: chay tiempo historiadaga
    Time Stamp: ('ts177', 'ts180'), Annotation: ñukanchiga chaydasi na yachanchichu  shina 
    Time Stamp: ('ts181', 'ts183'), Annotation: imashuti  nin 
    Time Stamp: ('ts185', 'ts187'), Annotation: imashuti nirka chay 
    Time Stamp: ('ts189', 'ts190'), Annotation: chaymun pelean ninga 
    Time Stamp: ('ts204', 'ts206'), Annotation: mas alturagarga
    Time Stamp: ('ts229', 'ts231'), Annotation: None
    Time Stamp: ('ts233', 'ts235'), Annotation: None
    Time Stamp: ('ts237', 'ts240'), Annotation: ña mashna timputa kunan ña chingarishka kanguna kichushka kangichi
    Time Stamp: ('ts241', 'ts243'), Annotation: None
    Time Stamp: ('ts250', 'ts253'), Annotation: kay juashanigumi, rumi saltu nishkapi, ñukanchig rruarkanchig
    Time Stamp: ('ts261', 'ts263'), Annotation: tian guashani rumi saltu nishka
    Time Stamp: ('ts267', 'ts269'), Annotation: chaypi rrurrajujpi
    Time Stamp: ('ts288', 'ts290'), Annotation: ta ashka
    Time Stamp: ('ts298', 'ts301'), Annotation: chayuraska sucrespi karka
    Time Stamp: ('ts323', 'ts324'), Annotation: mm charinchig
    Time Stamp: ('ts335', 'ts338'), Annotation: ginti tuntuyarkaka
    Time Stamp: ('ts347', 'ts348'), Annotation: ah ah 
    Time Stamp: ('ts365', 'ts366'), Annotation: ña tareata rrurrankau, ñukanchika
    Time Stamp: ('ts367', 'ts368'), Annotation: ña las cuatros de la mañana
    Time Stamp: ('ts369', 'ts370'), Annotation: cinco de la mañanataga 
    Time Stamp: ('ts371', 'ts372'), Annotation: cucabi aparishka
    Time Stamp: ('ts373', 'ts375'), Annotation: azua marcashca rrincanchig trabajuman 
    Time Stamp: ('ts381', 'ts382'), Annotation: demas sufri
    Time Stamp: ('ts383', 'ts385'), Annotation: None
    Time Stamp: ('ts387', 'ts389'), Annotation: None
    Time Stamp: ('ts393', 'ts395'), Annotation: masti
    Time Stamp: ('ts399', 'ts400'), Annotation: chimba
    Time Stamp: ('ts402', 'ts405'), Annotation: mastitaka  rigsirkangichari
    Time Stamp: ('ts407', 'ts408'), Annotation: tio Elvis Vargas
    Time Stamp: ('ts409', 'ts410'), Annotation: nachu gargaka
    Time Stamp: ('ts412', 'ts414'), Annotation: chayta rigsirkangi
    Time Stamp: ('ts415', 'ts417'), Annotation: None
    Time Stamp: ('ts418', 'ts421'), Annotation: chaymi cabesillu karka  
    Time Stamp: ('ts423', 'ts424'), Annotation: punta cabesillo 
    Time Stamp: ('ts427', 'ts430'), Annotation: demas peliash kutin
    Time Stamp: ('ts431', 'ts435'), Annotation: None
    Time Stamp: ('ts446', 'ts448'), Annotation: ah ah, anda guañushga
    Time Stamp: ('ts449', 'ts450'), Annotation: ñuka yachani
    Time Stamp: ('ts452', 'ts454'), Annotation: chaymi masti
    Time Stamp: ('ts458', 'ts460'), Annotation: are
    Time Stamp: ('ts463', 'ts464'), Annotation: ari
    Time Stamp: ('ts467', 'ts468'), Annotation: chaygunami punda cabesillu garka
    Time Stamp: ('ts470', 'ts473'), Annotation: ñuka uchugllagu
    Time Stamp: ('ts477', 'ts478'), Annotation: demas 
    Time Stamp: ('ts479', 'ts480'), Annotation: caballupi sikashka 
    Time Stamp: ('ts481', 'ts484'), Annotation: marigca karka imashtiga
    Time Stamp: ('ts486', 'ts488'), Annotation: caballupi sikashka, piliakuna amugunan amugunaun
    Time Stamp: ('ts490', 'ts495'), Annotation: chayguna karka (...........)chayta shina 
    Time Stamp: ('ts497', 'ts499'), Annotation: chaintami kay 
    Time Stamp: ('ts507', 'ts509'), Annotation: (............) rrigchu
    Time Stamp: ('ts510', 'ts512'), Annotation: kay guashanigupillamari
    Time Stamp: ('ts513', 'ts515'), Annotation: kay imashtiguta guashajushpa kay juashapi
    Time Stamp: ('ts517', 'ts518'), Annotation: chaymi rigsishpa rinalla
    Time Stamp: ('ts520', 'ts521'), Annotation: None
    Time Stamp: ('ts522', 'ts525'), Annotation: chaytaka kutin chay
    Time Stamp: ('ts527', 'ts528'), Annotation: ajeno urkutaka na rigsinchichu
    Time Stamp: ('ts529', 'ts533'), Annotation: kayka shug ladu shina kutin
    Time Stamp: ('ts542', 'ts544'), Annotation: na 
    Time Stamp: ('ts551', 'ts554'), Annotation: ah ah 
    Time Stamp: ('ts557', 'ts559'), Annotation: kaykuna, kay uku Wingupanakanga 
    Time Stamp: ('ts565', 'ts566'), Annotation: daga
    Time Stamp: ('ts581', 'ts582'), Annotation: rish nish rinallari, kayullapimi shinaka
    Time Stamp: ('ts585', 'ts586'), Annotation: ah ah rigsishamushkaka
    Time Stamp: ('ts587', 'ts589'), Annotation: chay rumi saltukaman jakuchi
    Time Stamp: ('ts594', 'ts597'), Annotation: ah ah (...............)
    Time Stamp: ('ts599', 'ts604'), Annotation: chayta muñush rricunguichi rricunguichi lindu lindu shinaka
    Time Stamp: ('ts624', 'ts627'), Annotation: shina karka
    Time Stamp: ('ts632', 'ts634'), Annotation: chaypika yugus de munduna 
    Time Stamp: ('ts639', 'ts642'), Annotation: imashinacha karka, shina ya nombrellata china karkaka
    Time Stamp: ('ts644', 'ts647'), Annotation: Yugus semejante 
    Time Stamp: ('ts650', 'ts651'), Annotation: (..............)
    Time Stamp: ('ts652', 'ts657'), Annotation: chayka kunanga 
    Time Stamp: ('ts659', 'ts663'), Annotation: ña imashti ugsha  jundashcaga 
