Speaker: Simeon
  Tier Type: po, Annotations Count: 2412
    Time Stamp: ('ts3643', 'ts3644'), Annotation: eeee
    Time Stamp: ('ts3645', 'ts3647'), Annotation: guambuna
    Time Stamp: ('ts3651', 'ts3652'), Annotation: mmmmmmmmm
    Time Stamp: ('ts3653', 'ts3654'), Annotation: imaninda kaipi
    Time Stamp: ('ts3659', 'ts3660'), Annotation: faguay
    Time Stamp: ('ts3662', 'ts3664'), Annotation: faguaychu
    Time Stamp: ('ts3665', 'ts3667'), Annotation: ña
    Time Stamp: ('ts3669', 'ts3670'), Annotation: aja
    Time Stamp: ('ts3673', 'ts3674'), Annotation: eeeeeeeeeee
    Time Stamp: ('ts3675', 'ts3676'), Annotation: imaninda payka
    Time Stamp: ('ts3679', 'ts3680'), Annotation: patarina
    Time Stamp: ('ts3683', 'ts3685'), Annotation: aja
    Time Stamp: ('ts3689', 'ts3690'), Annotation: katina
    Time Stamp: ('ts3695', 'ts3697'), Annotation: imashina nin
    Time Stamp: ('ts3699', 'ts3700'), Annotation: kaykuna
    Time Stamp: ('ts3703', 'ts3704'), Annotation: aja
    Time Stamp: ('ts3705', 'ts3706'), Annotation: yaykuchina 
    Time Stamp: ('ts3707', 'ts3709'), Annotation: ooooo
    Time Stamp: ('ts3713', 'ts3715'), Annotation: tangana ni 
    Time Stamp: ('ts3717', 'ts3718'), Annotation: aja 
    Time Stamp: ('ts3723', 'ts3724'), Annotation: ari
    Time Stamp: ('ts3727', 'ts3731'), Annotation: aja
    Time Stamp: ('ts3739', 'ts3740'), Annotation: kungana
    Time Stamp: ('ts3743', 'ts3744'), Annotation: kungan
    Time Stamp: ('ts3747', 'ts3748'), Annotation: eee
    Time Stamp: ('ts3755', 'ts3757'), Annotation: aaaaa
    Time Stamp: ('ts3759', 'ts3760'), Annotation: mmmmm
    Time Stamp: ('ts3761', 'ts3762'), Annotation: tugllar
    Time Stamp: ('ts3763', 'ts3764'), Annotation: eeeeeemmm
    Time Stamp: ('ts3765', 'ts3766'), Annotation: guasi jatay
    Time Stamp: ('ts3772', 'ts3774'), Annotation: chagllana
    Time Stamp: ('ts3775', 'ts3776'), Annotation: aaaaa
    Time Stamp: ('ts3777', 'ts3778'), Annotation: cooo
    Time Stamp: ('ts3779', 'ts3780'), Annotation: con palizas
    Time Stamp: ('ts3784', 'ts3786'), Annotation: chagllana
    Time Stamp: ('ts3787', 'ts3788'), Annotation: aja
    Time Stamp: ('ts3795', 'ts3796'), Annotation: chagllana
    Time Stamp: ('ts3797', 'ts3798'), Annotation: chaglla can valizakuna
    Time Stamp: ('ts3800', 'ts3802'), Annotation: aja
    Time Stamp: ('ts3807', 'ts3808'), Annotation: razu o caza
    Time Stamp: ('ts3815', 'ts3817'), Annotation: tandanajuy
    Time Stamp: ('ts3819', 'ts3820'), Annotation: na
    Time Stamp: ('ts3821', 'ts3823'), Annotation: na
    Time Stamp: ('ts3824', 'ts3827'), Annotation: tandanajuna
    Time Stamp: ('ts3831', 'ts3832'), Annotation: eeee
    Time Stamp: ('ts3833', 'ts3834'), Annotation: tandachina
    Time Stamp: ('ts3841', 'ts3842'), Annotation: na
    Time Stamp: ('ts3849', 'ts3850'), Annotation: eeeeemmmm
    Time Stamp: ('ts3853', 'ts3854'), Annotation: ari alima
    Time Stamp: ('ts3859', 'ts3860'), Annotation: aja
    Time Stamp: ('ts3866', 'ts3867'), Annotation: chingay 
    Time Stamp: ('ts3870', 'ts3871'), Annotation: chingana
    Time Stamp: ('ts3873', 'ts3875'), Annotation: mm j
    Time Stamp: ('ts3879', 'ts3880'), Annotation: kuna
    Time Stamp: ('ts3883', 'ts3884'), Annotation: eeeeeeeee mmmm
    Time Stamp: ('ts3887', 'ts3888'), Annotation: poner haaa
    Time Stamp: ('ts3890', 'ts3892'), Annotation: guachay 
    Time Stamp: ('ts3897', 'ts3899'), Annotation: aja
    Time Stamp: ('ts3905', 'ts3906'), Annotation: rrina
    Time Stamp: ('ts3911', 'ts3912'), Annotation: shugshina
    Time Stamp: ('ts3917', 'ts3919'), Annotation: llugshina
    Time Stamp: ('ts3923', 'ts3924'), Annotation: japina
    Time Stamp: ('ts3933', 'ts3934'), Annotation: eeeeee
    Time Stamp: ('ts3935', 'ts3937'), Annotation: charina
    Time Stamp: ('ts3941', 'ts3942'), Annotation: kutana
    Time Stamp: ('ts3945', 'ts3946'), Annotation: viñana
    Time Stamp: ('ts3949', 'ts3950'), Annotation: guarkurina
    Time Stamp: ('ts3951', 'ts3952'), Annotation: guarko
    Time Stamp: ('ts3957', 'ts3958'), Annotation: eeeeeee
    Time Stamp: ('ts3959', 'ts3960'), Annotation: japina
    Time Stamp: ('ts3962', 'ts3965'), Annotation: oooo 
    Time Stamp: ('ts3966', 'ts3968'), Annotation: pallanapash tian 
    Time Stamp: ('ts3973', 'ts3975'), Annotation: eeeeemmmm
    Time Stamp: ('ts3977', 'ts3979'), Annotation: na munani
    Time Stamp: ('ts3981', 'ts3983'), Annotation: tsig nina nin
    Time Stamp: ('ts3985', 'ts3987'), Annotation: aja
    Time Stamp: ('ts3989', 'ts3991'), Annotation: tsig 
    Time Stamp: ('ts3993', 'ts3994'), Annotation: tsig 
    Time Stamp: ('ts3997', 'ts3998'), Annotation: mm j
    Time Stamp: ('ts4001', 'ts4003'), Annotation: mm j
    Time Stamp: ('ts4009', 'ts4011'), Annotation: charina
    Time Stamp: ('ts4019', 'ts4020'), Annotation: eeeeee
    Time Stamp: ('ts4021', 'ts4022'), Annotation: yumana nin
    Time Stamp: ('ts4035', 'ts4036'), Annotation: mm j
    Time Stamp: ('ts4043', 'ts4044'), Annotation: aaaaaa ver
    Time Stamp: ('ts4049', 'ts4050'), Annotation: taukana
    Time Stamp: ('ts4051', 'ts4052'), Annotation: taukana
    Time Stamp: ('ts4055', 'ts4057'), Annotation: aja
    Time Stamp: ('ts4058', 'ts4060'), Annotation: aja
    Time Stamp: ('ts4065', 'ts4066'), Annotation: eeeeeeee
    Time Stamp: ('ts4067', 'ts4068'), Annotation: uyana
    Time Stamp: ('ts4073', 'ts4074'), Annotation: mmmmm
    Time Stamp: ('ts4075', 'ts4076'), Annotation: yanapana
    Time Stamp: ('ts4079', 'ts4080'), Annotation: ayu ayudana nin kaypika
    Time Stamp: ('ts4086', 'ts4090'), Annotation: aaa rruku taytakuna shina nirka
    Time Stamp: ('ts4091', 'ts4092'), Annotation: pero kunanga na nin
    Time Stamp: ('ts4094', 'ts4096'), Annotation: ari
    Time Stamp: ('ts4102', 'ts4104'), Annotation: payka Orientemanta
    Time Stamp: ('ts4105', 'ts4109'), Annotation: talvez directo yacharka yanapana nina
    Time Stamp: ('ts4112', 'ts4113'), Annotation: aja
    Time Stamp: ('ts4119', 'ts4120'), Annotation: eeeeee
    Time Stamp: ('ts4121', 'ts4122'), Annotation: jikiana
    Time Stamp: ('ts4125', 'ts4126'), Annotation: aja
    Time Stamp: ('ts4133', 'ts4134'), Annotation: mm j
    Time Stamp: ('ts4137', 'ts4138'), Annotation: jikia
    Time Stamp: ('ts4139', 'ts4140'), Annotation: puede ser
    Time Stamp: ('ts4145', 'ts4146'), Annotation: pakalla 
    Time Stamp: ('ts4147', 'ts4149'), Annotation: pakajuna
    Time Stamp: ('ts4155', 'ts4156'), Annotation: guagtana
    Time Stamp: ('ts4159', 'ts4161'), Annotation: guagtana
    Time Stamp: ('ts4163', 'ts4164'), Annotation: eeeeeeeee
    Time Stamp: ('ts4167', 'ts4168'), Annotation: mmmm
    Time Stamp: ('ts4177', 'ts4178'), Annotation: asi
    Time Stamp: ('ts4179', 'ts4180'), Annotation: amulina
    Time Stamp: ('ts4183', 'ts4184'), Annotation: aja
    Time Stamp: ('ts4186', 'ts4188'), Annotation: mm j
    Time Stamp: ('ts4193', 'ts4194'), Annotation: nanana
    Time Stamp: ('ts4199', 'ts4200'), Annotation: herir
    Time Stamp: ('ts4204', 'ts4205'), Annotation: (....................)
    Time Stamp: ('ts4207', 'ts4208'), Annotation: chugri
    Time Stamp: ('ts4209', 'ts4210'), Annotation: chuggri
    Time Stamp: ('ts4211', 'ts4212'), Annotation: aja
    Time Stamp: ('ts4214', 'ts4216'), Annotation: chugri
    Time Stamp: ('ts4223', 'ts4224'), Annotation: satina
    Time Stamp: ('ts4229', 'ts4230'), Annotation: mmm
    Time Stamp: ('ts4231', 'ts4232'), Annotation: tsarpana o chagchuna
    Time Stamp: ('ts4236', 'ts4238'), Annotation: mm j
    Time Stamp: ('ts4243', 'ts4244'), Annotation: mm
    Time Stamp: ('ts4247', 'ts4249'), Annotation: mmmmmm
    Time Stamp: ('ts4255', 'ts4256'), Annotation: tandachina
    Time Stamp: ('ts4261', 'ts4262'), Annotation: ee aa
    Time Stamp: ('ts4263', 'ts4264'), Annotation: tinginapash
    Time Stamp: ('ts4267', 'ts4268'), Annotation: tingina e kan shug ishquillata
    Time Stamp: ('ts4269', 'ts4270'), Annotation: tupachi yaita
    Time Stamp: ('ts4271', 'ts4273'), Annotation: guatana
    Time Stamp: ('ts4274', 'ts4276'), Annotation: aja
    Time Stamp: ('ts4279', 'ts4281'), Annotation: aja
    Time Stamp: ('ts4282', 'ts4283'), Annotation: aja
    Time Stamp: ('ts4285', 'ts4286'), Annotation: y
    Time Stamp: ('ts4287', 'ts4288'), Annotation: pero
    Time Stamp: ('ts4289', 'ts4291'), Annotation: tandachina es tauca
    Time Stamp: ('ts4295', 'ts4297'), Annotation: aja
    Time Stamp: ('ts4302', 'ts4304'), Annotation: volar
    Time Stamp: ('ts4305', 'ts4307'), Annotation: aja
    Time Stamp: ('ts4313', 'ts4315'), Annotation: mm j
    Time Stamp: ('ts4321', 'ts4322'), Annotation: mmmmm
    Time Stamp: ('ts4325', 'ts4327'), Annotation: mmmmmmmm
    Time Stamp: ('ts4333', 'ts4334'), Annotation: jaytana
    Time Stamp: ('ts4339', 'ts4340'), Annotation: guañuchina
    Time Stamp: ('ts4345', 'ts4347'), Annotation: muchana
    Time Stamp: ('ts4351', 'ts4353'), Annotation: kungurina
    Time Stamp: ('ts4357', 'ts4358'), Annotation: yachana
    Time Stamp: ('ts4361', 'ts4362'), Annotation: eeeeeeeeeeee
    Time Stamp: ('ts4363', 'ts4364'), Annotation: rigsina
    Time Stamp: ('ts4369', 'ts4370'), Annotation: eeeeee
    Time Stamp: ('ts4371', 'ts4372'), Annotation: illan
    Time Stamp: ('ts4373', 'ts4374'), Annotation: illana
    Time Stamp: ('ts4380', 'ts4382'), Annotation: asina
    Time Stamp: ('ts4387', 'ts4388'), Annotation: eeeeeeeemmm
    Time Stamp: ('ts4391', 'ts4393'), Annotation: ima ninlla kaypi
    Time Stamp: ('ts4395', 'ts4397'), Annotation: na tianchu
    Time Stamp: ('ts4399', 'ts4400'), Annotation: quimirina
    Time Stamp: ('ts4409', 'ts4411'), Annotation: saqui 
    Time Stamp: ('ts4415', 'ts4416'), Annotation: lambina
    Time Stamp: ('ts4420', 'ts4422'), Annotation: na
    Time Stamp: ('ts4431', 'ts4432'), Annotation: eeeeee
    Time Stamp: ('ts4433', 'ts4434'), Annotation: llullana
    Time Stamp: ('ts4437', 'ts4438'), Annotation: llulla
    Time Stamp: ('ts4443', 'ts4444'), Annotation: kausa
    Time Stamp: ('ts4447', 'ts4448'), Annotation: busque
    Time Stamp: ('ts4454', 'ts4456'), Annotation: mm j
    Time Stamp: ('ts4459', 'ts4460'), Annotation: mm
    Time Stamp: ('ts4461', 'ts4462'), Annotation: juyana
    Time Stamp: ('ts4467', 'ts4468'), Annotation: mmmmm
    Time Stamp: ('ts4469', 'ts4471'), Annotation: tandanajuna
    Time Stamp: ('ts4475', 'ts4476'), Annotation: na
    Time Stamp: ('ts4481', 'ts4482'), Annotation: nn na
    Time Stamp: ('ts4487', 'ts4488'), Annotation: na
    Time Stamp: ('ts4493', 'ts4494'), Annotation: tandani
    Time Stamp: ('ts4503', 'ts4504'), Annotation: tuparina
    Time Stamp: ('ts4513', 'ts4514'), Annotation: imaninchi 
    Time Stamp: ('ts4515', 'ts4517'), Annotation: nuyuy
    Time Stamp: ('ts4519', 'ts4520'), Annotation: nuyuna kan 
    Time Stamp: ('ts4523', 'ts4524'), Annotation: nuyuna
    Time Stamp: ('ts4527', 'ts4528'), Annotation: aja 
    Time Stamp: ('ts4531', 'ts4532'), Annotation: kapina
    Time Stamp: ('ts4535', 'ts4537'), Annotation: chaguana o kapina
    Time Stamp: ('ts4539', 'ts4540'), Annotation: mm j
    Time Stamp: ('ts4543', 'ts4544'), Annotation: pero ñikanchi ninchi kapina 
    Time Stamp: ('ts4549', 'ts4550'), Annotation: mm j
    Time Stamp: ('ts4553', 'ts4555'), Annotation: kapina
    Time Stamp: ('ts4559', 'ts4560'), Annotation: mm j
    Time Stamp: ('ts4569', 'ts4570'), Annotation: mm
    Time Stamp: ('ts4571', 'ts4573'), Annotation: guakinpi nin kaypi 
    Time Stamp: ('ts4579', 'ts4580'), Annotation: kuyurina
    Time Stamp: ('ts4587', 'ts4588'), Annotation: eeeeeee
    Time Stamp: ('ts4589', 'ts4590'), Annotation: imaninda
    Time Stamp: ('ts4593', 'ts4594'), Annotation: na
    Time Stamp: ('ts4597', 'ts4598'), Annotation: na tiashka
    Time Stamp: ('ts4607', 'ts4608'), Annotation: aaaaa
    Time Stamp: ('ts4609', 'ts4611'), Annotation: ofrecer
    Time Stamp: ('ts4612', 'ts4615'), Annotation: eeeeeeeeeemmm
    Time Stamp: ('ts4617', 'ts4618'), Annotation: eeeeeeee
    Time Stamp: ('ts4619', 'ts4620'), Annotation: como rrikuchina
    Time Stamp: ('ts4621', 'ts4622'), Annotation: oooooo
    Time Stamp: ('ts4623', 'ts4625'), Annotation: munachina
    Time Stamp: ('ts4627', 'ts4629'), Annotation: aja 
    Time Stamp: ('ts4633', 'ts4634'), Annotation: paskay 
    Time Stamp: ('ts4637', 'ts4638'), Annotation: guañuchina
    Time Stamp: ('ts4641', 'ts4643'), Annotation: no
    Time Stamp: ('ts4646', 'ts4648'), Annotation: na yachani
    Time Stamp: ('ts4650', 'ts4652'), Annotation: asinakun
    Time Stamp: ('ts4655', 'ts4656'), Annotation: eeee
    Time Stamp: ('ts4657', 'ts4658'), Annotation: aaaaaaa
    Time Stamp: ('ts4659', 'ts4660'), Annotation: michi
    Time Stamp: ('ts4663', 'ts4665'), Annotation: mmmmmm
    Time Stamp: ('ts4669', 'ts4670'), Annotation: mmm na
    Time Stamp: ('ts4671', 'ts4672'), Annotation: pagmentana
    Time Stamp: ('ts4678', 'ts4680'), Annotation: eeee
    Time Stamp: ('ts4681', 'ts4683'), Annotation: aja
    Time Stamp: ('ts4684', 'ts4689'), Annotation: ari
    Time Stamp: ('ts4693', 'ts4695'), Annotation: shug oracion tukun
    Time Stamp: ('ts4697', 'ts4698'), Annotation: asin
    Time Stamp: ('ts4705', 'ts4706'), Annotation: tugsina
    Time Stamp: ('ts4713', 'ts4715'), Annotation: tupsina
    Time Stamp: ('ts4716', 'ts4718'), Annotation: aja
    Time Stamp: ('ts4723', 'ts4724'), Annotation: mmm
    Time Stamp: ('ts4725', 'ts4726'), Annotation: llushtina
    Time Stamp: ('ts4727', 'ts4728'), Annotation: o lluchuna
    Time Stamp: ('ts4755', 'ts4756'), Annotation: eeeee
    Time Stamp: ('ts4757', 'ts4758'), Annotation: tipina 
    Time Stamp: ('ts4759', 'ts4760'), Annotation: ha ha
    Time Stamp: ('ts4761', 'ts4762'), Annotation: tipina ninchi solo
    Time Stamp: ('ts4763', 'ts4764'), Annotation: eeeeeeeeeeeeee
    Time Stamp: ('ts4765', 'ts4766'), Annotation: chugllupi
    Time Stamp: ('ts4773', 'ts4774'), Annotation: mm j
    Time Stamp: ('ts4776', 'ts4777'), Annotation: sara tipi
    Time Stamp: ('ts4787', 'ts4788'), Annotation: mmmmm
    Time Stamp: ('ts4789', 'ts4790'), Annotation: na
    Time Stamp: ('ts4791', 'ts4792'), Annotation: tandachina
    Time Stamp: ('ts4795', 'ts4796'), Annotation: mm j
    Time Stamp: ('ts4801', 'ts4803'), Annotation: tispina
    Time Stamp: ('ts4806', 'ts4808'), Annotation: mm j
    Time Stamp: ('ts4813', 'ts4814'), Annotation: eeeee
    Time Stamp: ('ts4815', 'ts4816'), Annotation: jugar
    Time Stamp: ('ts4817', 'ts4818'), Annotation: oo
    Time Stamp: ('ts4819', 'ts4820'), Annotation: jugar
    Time Stamp: ('ts4822', 'ts4824'), Annotation: aja
    Time Stamp: ('ts4827', 'ts4828'), Annotation: pugllay 
    Time Stamp: ('ts4837', 'ts4838'), Annotation: yapuy
    Time Stamp: ('ts4844', 'ts4846'), Annotation: mmmmm
    Time Stamp: ('ts4849', 'ts4850'), Annotation: naaa
    Time Stamp: ('ts4851', 'ts4852'), Annotation: na ninchi 
    Time Stamp: ('ts4855', 'ts4856'), Annotation: lluchana ninchi 
    Time Stamp: ('ts4865', 'ts4867'), Annotation: kaypi nin 
    Time Stamp: ('ts4871', 'ts4873'), Annotation: kilpana ninchi 
    Time Stamp: ('ts4875', 'ts4876'), Annotation: aja
    Time Stamp: ('ts4881', 'ts4883'), Annotation: mm j 
    Time Stamp: ('ts4890', 'ts4893'), Annotation: mm j
    Time Stamp: ('ts4894', 'ts4897'), Annotation: talina 
    Time Stamp: ('ts4907', 'ts4908'), Annotation: na
    Time Stamp: ('ts4909', 'ts4910'), Annotation: tianchu
    Time Stamp: ('ts4912', 'ts4914'), Annotation: adivinana ninchi
    Time Stamp: ('ts4916', 'ts4918'), Annotation: chutana
    Time Stamp: ('ts4923', 'ts4924'), Annotation: rraumana
    Time Stamp: ('ts4925', 'ts4926'), Annotation: ari
    Time Stamp: ('ts4929', 'ts4930'), Annotation: pero 
    Time Stamp: ('ts4931', 'ts4932'), Annotation: eeeeeeeeee
    Time Stamp: ('ts4933', 'ts4934'), Annotation: yurata
    Time Stamp: ('ts4935', 'ts4936'), Annotation: raumanaca
    Time Stamp: ('ts4939', 'ts4940'), Annotation: fitina ramakunata
    Time Stamp: ('ts4943', 'ts4944'), Annotation: raumay
    Time Stamp: ('ts4952', 'ts4953'), Annotation: aja
    Time Stamp: ('ts4955', 'ts4956'), Annotation: muchuna
    Time Stamp: ('ts4957', 'ts4958'), Annotation: ooo
    Time Stamp: ('ts4959', 'ts4961'), Annotation: kaypi rraumana ninchi 
    Time Stamp: ('ts4976', 'ts4979'), Annotation: kujta
    Time Stamp: ('ts4992', 'ts4995'), Annotation: kayka ima nin
    Time Stamp: ('ts4997', 'ts4999'), Annotation: ñutu
    Time Stamp: ('ts5003', 'ts5004'), Annotation: ñutu
    Time Stamp: ('ts5006', 'ts5008'), Annotation: aja
    Time Stamp: ('ts5009', 'ts5011'), Annotation: ñutuna tian 
    Time Stamp: ('ts5016', 'ts5018'), Annotation: mm j 
    Time Stamp: ('ts5023', 'ts5024'), Annotation: mmmm
    Time Stamp: ('ts5025', 'ts5027'), Annotation: takana
    Time Stamp: ('ts5035', 'ts5036'), Annotation: tangana 
    Time Stamp: ('ts5042', 'ts5045'), Annotation: guaquitsina
    Time Stamp: ('ts5049', 'ts5050'), Annotation: tsur
    Time Stamp: ('ts5053', 'ts5054'), Annotation: aaaa
    Time Stamp: ('ts5055', 'ts5056'), Annotation: surkuna
    Time Stamp: ('ts5059', 'ts5060'), Annotation: surkuna 
    Time Stamp: ('ts5061', 'ts5062'), Annotation: eeeee
    Time Stamp: ('ts5063', 'ts5064'), Annotation: sacar
    Time Stamp: ('ts5065', 'ts5067'), Annotation: llugchina 
    Time Stamp: ('ts5069', 'ts5070'), Annotation: aja
    Time Stamp: ('ts5081', 'ts5082'), Annotation: guakichina 
    Time Stamp: ('ts5083', 'ts5084'), Annotation: mas guakachina nipi intindichi 
    Time Stamp: ('ts5089', 'ts5090'), Annotation: como
    Time Stamp: ('ts5093', 'ts5094'), Annotation: jundana
    Time Stamp: ('ts5100', 'ts5102'), Annotation: na
    Time Stamp: ('ts5114', 'ts5117'), Annotation: churana
    Time Stamp: ('ts5121', 'ts5122'), Annotation: churay
    Time Stamp: ('ts5125', 'ts5126'), Annotation: tamia
    Time Stamp: ('ts5137', 'ts5139'), Annotation: mm j 
    Time Stamp: ('ts5141', 'ts5142'), Annotation: mm j 
    Time Stamp: ('ts5147', 'ts5148'), Annotation: eeeeeeeeeee
    Time Stamp: ('ts5149', 'ts5150'), Annotation: pagtana
    Time Stamp: ('ts5155', 'ts5156'), Annotation: na
    Time Stamp: ('ts5161', 'ts5162'), Annotation: paktana
    Time Stamp: ('ts5163', 'ts5165'), Annotation: paktana
    Time Stamp: ('ts5170', 'ts5172'), Annotation: recibir 
    Time Stamp: ('ts5173', 'ts5174'), Annotation: chaski
    Time Stamp: ('ts5177', 'ts5178'), Annotation: chaskina
    Time Stamp: ('ts5181', 'ts5182'), Annotation: yarina
    Time Stamp: ('ts5185', 'ts5186'), Annotation: ya ya yarina o yuyarina
    Time Stamp: ('ts5190', 'ts5192'), Annotation: ari
    Time Stamp: ('ts5195', 'ts5196'), Annotation: pero tambien yarina nin
    Time Stamp: ('ts5197', 'ts5198'), Annotation: yura 
    Time Stamp: ('ts5199', 'ts5200'), Annotation: ya yuri
    Time Stamp: ('ts5201', 'ts5202'), Annotation: ya yurarina ni
    Time Stamp: ('ts5204', 'ts5206'), Annotation: mm j
    Time Stamp: ('ts5210', 'ts5213'), Annotation: llugchina
    Time Stamp: ('ts5215', 'ts5216'), Annotation: surkuna llugchina
    Time Stamp: ('ts5223', 'ts5225'), Annotation: mirana
    Time Stamp: ('ts5229', 'ts5230'), Annotation: tigramuna
    Time Stamp: ('ts5235', 'ts5236'), Annotation: na
    Time Stamp: ('ts5238', 'ts5241'), Annotation: na 
    Time Stamp: ('ts5243', 'ts5244'), Annotation: na
    Time Stamp: ('ts5249', 'ts5250'), Annotation: nnnnnna
    Time Stamp: ('ts5253', 'ts5255'), Annotation: tigramunga
    Time Stamp: ('ts5259', 'ts5261'), Annotation: eee
    Time Stamp: ('ts5264', 'ts5266'), Annotation: mm j 
    Time Stamp: ('ts5283', 'ts5284'), Annotation: aaaaaa
    Time Stamp: ('ts5285', 'ts5287'), Annotation: atsina
    Time Stamp: ('ts5290', 'ts5293'), Annotation: destrozar nachu 
    Time Stamp: ('ts5295', 'ts5296'), Annotation: eeeeeee
    Time Stamp: ('ts5297', 'ts5298'), Annotation: aspina
    Time Stamp: ('ts5309', 'ts5311'), Annotation: mmmmm
    Time Stamp: ('ts5314', 'ts5316'), Annotation: (asin)
    Time Stamp: ('ts5321', 'ts5322'), Annotation: eeee
    Time Stamp: ('ts5323', 'ts5325'), Annotation: fukuna
    Time Stamp: ('ts5329', 'ts5330'), Annotation: mm j
    Time Stamp: ('ts5331', 'ts5332'), Annotation: fukuna
    Time Stamp: ('ts5337', 'ts5338'), Annotation: kusana
    Time Stamp: ('ts5341', 'ts5342'), Annotation: mmmmm
    Time Stamp: ('ts5343', 'ts5345'), Annotation: muyuchina
    Time Stamp: ('ts5349', 'ts5350'), Annotation: eeeee
    Time Stamp: ('ts5351', 'ts5352'), Annotation: singuna es caerse
    Time Stamp: ('ts5357', 'ts5358'), Annotation: oo singuichina
    Time Stamp: ('ts5363', 'ts5364'), Annotation: singuichina seria mas o menos  
    Time Stamp: ('ts5369', 'ts5370'), Annotation: aja
    Time Stamp: ('ts5373', 'ts5374'), Annotation: eeeee
    Time Stamp: ('ts5375', 'ts5376'), Annotation: revolkachina ninchi mas 
    Time Stamp: ('ts5381', 'ts5382'), Annotation: ismu
    Time Stamp: ('ts5385', 'ts5386'), Annotation: aaa
    Time Stamp: ('ts5387', 'ts5388'), Annotation: jakuna
    Time Stamp: ('ts5393', 'ts5394'), Annotation: kalpana
    Time Stamp: ('ts5397', 'ts5398'), Annotation: mmm
    Time Stamp: ('ts5399', 'ts5400'), Annotation: parlana
    Time Stamp: ('ts5405', 'ts5406'), Annotation: nina
    Time Stamp: ('ts5407', 'ts5410'), Annotation: villana nina o parlana 
    Time Stamp: ('ts5411', 'ts5412'), Annotation: aja
    Time Stamp: ('ts5416', 'ts5418'), Annotation: manchana
    Time Stamp: ('ts5421', 'ts5423'), Annotation: manchay 
    Time Stamp: ('ts5425', 'ts5427'), Annotation: manchi 
    Time Stamp: ('ts5433', 'ts5434'), Annotation: manchani 
    Time Stamp: ('ts5435', 'ts5436'), Annotation: asi 
    Time Stamp: ('ts5441', 'ts5442'), Annotation: manchani ninchi ;ukanchiga 
    Time Stamp: ('ts5449', 'ts5450'), Annotation: camino
    Time Stamp: ('ts5455', 'ts5457'), Annotation: mmmmm
    Time Stamp: ('ts5461', 'ts5462'), Annotation: aspi
    Time Stamp: ('ts5465', 'ts5466'), Annotation: rrikuna
    Time Stamp: ('ts5469', 'ts5470'), Annotation: mmm
    Time Stamp: ('ts5471', 'ts5472'), Annotation: jatuna
    Time Stamp: ('ts5477', 'ts5479'), Annotation: kachana
    Time Stamp: ('ts5483', 'ts5484'), Annotation: eeeeee
    Time Stamp: ('ts5487', 'ts5488'), Annotation: eeeee
    Time Stamp: ('ts5489', 'ts5490'), Annotation: agllana
    Time Stamp: ('ts5494', 'ts5496'), Annotation: shikayanchina
    Time Stamp: ('ts5497', 'ts5499'), Annotation: chicayanchina
    Time Stamp: ('ts5507', 'ts5508'), Annotation: chicayanchina
    Time Stamp: ('ts5512', 'ts5514'), Annotation: no 
    Time Stamp: ('ts5519', 'ts5521'), Annotation: karana
    Time Stamp: ('ts5522', 'ts5524'), Annotation: mm j
    Time Stamp: ('ts5527', 'ts5528'), Annotation: mmm
    Time Stamp: ('ts5529', 'ts5530'), Annotation: sirana
    Time Stamp: ('ts5535', 'ts5536'), Annotation: ee chaspina
    Time Stamp: ('ts5540', 'ts5542'), Annotation: na
    Time Stamp: ('ts5543', 'ts5544'), Annotation: chaspina
    Time Stamp: ('ts5551', 'ts5553'), Annotation: rrutuna
    Time Stamp: ('ts5563', 'ts5565'), Annotation: mmmmmmmm
    Time Stamp: ('ts5566', 'ts5569'), Annotation: llushtina
    Time Stamp: ('ts5573', 'ts5574'), Annotation: ishkuna
    Time Stamp: ('ts5575', 'ts5576'), Annotation: especificamenteka
    Time Stamp: ('ts5577', 'ts5578'), Annotation: eeeeee
    Time Stamp: ('ts5579', 'ts5582'), Annotation: sarata ishkuna tian 
    Time Stamp: ('ts5585', 'ts5586'), Annotation: kapari
    Time Stamp: ('ts5589', 'ts5590'), Annotation: rikuchi
    Time Stamp: ('ts5593', 'ts5595'), Annotation: ñutuchina
    Time Stamp: ('ts5599', 'ts5600'), Annotation: likina
    Time Stamp: ('ts5603', 'ts5604'), Annotation: likina
    Time Stamp: ('ts5605', 'ts5606'), Annotation: aaaaa
    Time Stamp: ('ts5607', 'ts5608'), Annotation: como
    Time Stamp: ('ts5609', 'ts5610'), Annotation: rropa
    Time Stamp: ('ts5611', 'ts5613'), Annotation: shina
    Time Stamp: ('ts5631', 'ts5633'), Annotation: kintina 
    Time Stamp: ('ts5638', 'ts5640'), Annotation: mm j
    Time Stamp: ('ts5644', 'ts5646'), Annotation: taki
    Time Stamp: ('ts5647', 'ts5649'), Annotation: na ninchi 
    Time Stamp: ('ts5653', 'ts5655'), Annotation: tuyuri
    Time Stamp: ('ts5657', 'ts5658'), Annotation: mm j
    Time Stamp: ('ts5661', 'ts5663'), Annotation: tonota guakachina nin
    Time Stamp: ('ts5667', 'ts5668'), Annotation: tiari
    Time Stamp: ('ts5679', 'ts5680'), Annotation: eeeeee
    Time Stamp: ('ts5681', 'ts5682'), Annotation: maki guagtana
    Time Stamp: ('ts5686', 'ts5687'), Annotation: na
    Time Stamp: ('ts5691', 'ts5692'), Annotation: como tagshana
    Time Stamp: ('ts5701', 'ts5703'), Annotation: tagshana 
