Speaker: Simeon
  Tier Type: po, Annotations Count: 2412
    Time Stamp: ('ts4477', 'ts4478'), Annotation: tinguna imatakan 
    Time Stamp: ('ts4479', 'ts4480'), Annotation: imapash
    Time Stamp: ('ts4483', 'ts4484'), Annotation: shug tinguy nigpi
    Time Stamp: ('ts4485', 'ts4486'), Annotation: tianchu 
    Time Stamp: ('ts4489', 'ts4490'), Annotation: tanda
    Time Stamp: ('ts4491', 'ts4492'), Annotation: tandanaguchi
    Time Stamp: ('ts4495', 'ts4496'), Annotation: eeeeeee
    Time Stamp: ('ts4497', 'ts4498'), Annotation: aaaaa
    Time Stamp: ('ts4499', 'ts4500'), Annotation: encontrarse igual tupana nachu
    Time Stamp: ('ts4501', 'ts4502'), Annotation: o tuparina
    Time Stamp: ('ts4505', 'ts4506'), Annotation: ya
    Time Stamp: ('ts4507', 'ts4508'), Annotation: derretirse
    Time Stamp: ('ts4509', 'ts4510'), Annotation: deslear
    Time Stamp: ('ts4511', 'ts4512'), Annotation: des desyelar
    Time Stamp: ('ts4516', 'ts4518'), Annotation: shulluna
    Time Stamp: ('ts4521', 'ts4522'), Annotation: ja 
    Time Stamp: ('ts4525', 'ts4526'), Annotation: nuyuna
    Time Stamp: ('ts4529', 'ts4530'), Annotation: ordeñar
    Time Stamp: ('ts4533', 'ts4534'), Annotation: chaguana
    Time Stamp: ('ts4536', 'ts4538'), Annotation: aaa ishcandi 
    Time Stamp: ('ts4541', 'ts4542'), Annotation: aja
    Time Stamp: ('ts4545', 'ts4546'), Annotation: a ya
    Time Stamp: ('ts4547', 'ts4548'), Annotation: naya chaguana
    Time Stamp: ('ts4551', 'ts4552'), Annotation: kapina es ka o ka
    Time Stamp: ('ts4554', 'ts4556'), Annotation: aja 
    Time Stamp: ('ts4557', 'ts4558'), Annotation: kapina
    Time Stamp: ('ts4561', 'ts4562'), Annotation: eeeeeee
    Time Stamp: ('ts4563', 'ts4564'), Annotation: eeee
    Time Stamp: ('ts4565', 'ts4566'), Annotation: chaguana
    Time Stamp: ('ts4567', 'ts4568'), Annotation: algunos dicen pero aqui no 
    Time Stamp: ('ts4572', 'ts4574'), Annotation: aya guakinpi
    Time Stamp: ('ts4575', 'ts4576'), Annotation: chaytapash churasha
    Time Stamp: ('ts4577', 'ts4578'), Annotation: moverse mover
    Time Stamp: ('ts4581', 'ts4582'), Annotation: kuyu
    Time Stamp: ('ts4583', 'ts4584'), Annotation: kuyu
    Time Stamp: ('ts4585', 'ts4586'), Annotation: ofrecer
    Time Stamp: ('ts4591', 'ts4592'), Annotation: jaygua jayguana
    Time Stamp: ('ts4595', 'ts4596'), Annotation: jayguana kayti
    Time Stamp: ('ts4599', 'ts4600'), Annotation: mm j
    Time Stamp: ('ts4601', 'ts4602'), Annotation: eeeeeeeeeee
    Time Stamp: ('ts4603', 'ts4604'), Annotation: kunan nachu
    Time Stamp: ('ts4605', 'ts4606'), Annotation: oo karana
    Time Stamp: ('ts4610', 'ts4613'), Annotation: ofrecer
    Time Stamp: ('ts4614', 'ts4616'), Annotation: kuchina algo asi
    Time Stamp: ('ts4624', 'ts4626'), Annotation: munachina 
    Time Stamp: ('ts4628', 'ts4630'), Annotation: ya 
    Time Stamp: ('ts4631', 'ts4632'), Annotation: abrir
    Time Stamp: ('ts4635', 'ts4636'), Annotation: apagar fuego
    Time Stamp: ('ts4639', 'ts4640'), Annotation: paykuna nin tashnuna
    Time Stamp: ('ts4642', 'ts4644'), Annotation: pero
    Time Stamp: ('ts4645', 'ts4647'), Annotation: na uyashkani
    Time Stamp: ('ts4649', 'ts4651'), Annotation: matar el fuego ninchi 
    Time Stamp: ('ts4653', 'ts4654'), Annotation: pastar 
    Time Stamp: ('ts4661', 'ts4662'), Annotation: pavimentar con piedras
    Time Stamp: ('ts4664', 'ts4666'), Annotation: kash
    Time Stamp: ('ts4667', 'ts4668'), Annotation: kashki
    Time Stamp: ('ts4673', 'ts4674'), Annotation: mm j
    Time Stamp: ('ts4675', 'ts4676'), Annotation: rrumi churana
    Time Stamp: ('ts4677', 'ts4679'), Annotation: (asin)
    Time Stamp: ('ts4682', 'ts4685'), Annotation: rrumin tian rru rurrana
    Time Stamp: ('ts4686', 'ts4688'), Annotation: (asin)
    Time Stamp: ('ts4687', 'ts4690'), Annotation: shina
    Time Stamp: ('ts4691', 'ts4692'), Annotation: ari
    Time Stamp: ('ts4694', 'ts4696'), Annotation: ari
    Time Stamp: ('ts4699', 'ts4700'), Annotation: a ver a ver 
    Time Stamp: ('ts4701', 'ts4702'), Annotation: picotear apuntar con dedo
    Time Stamp: ('ts4703', 'ts4704'), Annotation: shina
    Time Stamp: ('ts4707', 'ts4708'), Annotation: tugsina
    Time Stamp: ('ts4709', 'ts4710'), Annotation: tupsina 
    Time Stamp: ('ts4711', 'ts4712'), Annotation: na
    Time Stamp: ('ts4714', 'ts4717'), Annotation: tupsina
    Time Stamp: ('ts4719', 'ts4720'), Annotation: aja
    Time Stamp: ('ts4721', 'ts4722'), Annotation: pelar
    Time Stamp: ('ts4729', 'ts4730'), Annotation: aja
    Time Stamp: ('ts4731', 'ts4732'), Annotation: lluchuna
    Time Stamp: ('ts4733', 'ts4734'), Annotation: eeeee mm
    Time Stamp: ('ts4735', 'ts4736'), Annotation: agarrar
    Time Stamp: ('ts4737', 'ts4738'), Annotation: (................)
    Time Stamp: ('ts4739', 'ts4740'), Annotation: niparcanchi
    Time Stamp: ('ts4741', 'ts4742'), Annotation: pallay nachu 
    Time Stamp: ('ts4743', 'ts4744'), Annotation: palla
    Time Stamp: ('ts4745', 'ts4746'), Annotation: aaaaaaa
    Time Stamp: ('ts4747', 'ts4748'), Annotation: mmmm
    Time Stamp: ('ts4749', 'ts4750'), Annotation: ssssssss
    Time Stamp: ('ts4751', 'ts4752'), Annotation: separar o cortar de chacra 
    Time Stamp: ('ts4753', 'ts4754'), Annotation: kay palabra tipina
    Time Stamp: ('ts4767', 'ts4768'), Annotation: ha ja
    Time Stamp: ('ts4769', 'ts4770'), Annotation: ari
    Time Stamp: ('ts4771', 'ts4772'), Annotation: sara tipipi
    Time Stamp: ('ts4775', 'ts4778'), Annotation: chayta uyashkani solo saratipi nacho tipi
    Time Stamp: ('ts4779', 'ts4780'), Annotation: eeeeeeeee
    Time Stamp: ('ts4781', 'ts4782'), Annotation: otra vez e
    Time Stamp: ('ts4783', 'ts4784'), Annotation: recoger
    Time Stamp: ('ts4785', 'ts4786'), Annotation: jukana nin
    Time Stamp: ('ts4793', 'ts4794'), Annotation: tandachina 
    Time Stamp: ('ts4797', 'ts4798'), Annotation: peyiscar igual a 
    Time Stamp: ('ts4799', 'ts4800'), Annotation: tipsi
    Time Stamp: ('ts4802', 'ts4804'), Annotation: tispina
    Time Stamp: ('ts4805', 'ts4807'), Annotation: aaa ya ya
    Time Stamp: ('ts4809', 'ts4810'), Annotation: tispi
    Time Stamp: ('ts4811', 'ts4812'), Annotation: jugar
    Time Stamp: ('ts4821', 'ts4823'), Annotation: jugar
    Time Stamp: ('ts4825', 'ts4826'), Annotation: aja
    Time Stamp: ('ts4829', 'ts4830'), Annotation: mm j
    Time Stamp: ('ts4831', 'ts4832'), Annotation: puglla
    Time Stamp: ('ts4833', 'ts4834'), Annotation: eeeeeeeeeeee
    Time Stamp: ('ts4835', 'ts4836'), Annotation: arar
    Time Stamp: ('ts4839', 'ts4840'), Annotation: desplumar sacar pelos
    Time Stamp: ('ts4841', 'ts4842'), Annotation: de un pollo tal vez para cocinar o
    Time Stamp: ('ts4843', 'ts4845'), Annotation: chug chug chu
    Time Stamp: ('ts4847', 'ts4848'), Annotation: llupina nin
    Time Stamp: ('ts4853', 'ts4854'), Annotation: na
    Time Stamp: ('ts4857', 'ts4858'), Annotation: lluchana 
    Time Stamp: ('ts4859', 'ts4860'), Annotation: aja
    Time Stamp: ('ts4861', 'ts4862'), Annotation: tapar como una boteya de vino
    Time Stamp: ('ts4863', 'ts4864'), Annotation: asi tug
    Time Stamp: ('ts4866', 'ts4868'), Annotation: tapar 
    Time Stamp: ('ts4869', 'ts4870'), Annotation: kilpana
    Time Stamp: ('ts4872', 'ts4874'), Annotation: kilpàna
    Time Stamp: ('ts4877', 'ts4878'), Annotation: ya
    Time Stamp: ('ts4879', 'ts4880'), Annotation: kilpay botellata kilpay 
    Time Stamp: ('ts4882', 'ts4884'), Annotation: aja
    Time Stamp: ('ts4885', 'ts4886'), Annotation: verter
    Time Stamp: ('ts4887', 'ts4888'), Annotation: eeeeeeee
    Time Stamp: ('ts4889', 'ts4891'), Annotation: regar nachu
    Time Stamp: ('ts4892', 'ts4895'), Annotation: tal 
    Time Stamp: ('ts4896', 'ts4898'), Annotation: talina 
    Time Stamp: ('ts4899', 'ts4900'), Annotation: a ya
    Time Stamp: ('ts4901', 'ts4902'), Annotation: eeeee
    Time Stamp: ('ts4903', 'ts4904'), Annotation: adivinar 
    Time Stamp: ('ts4905', 'ts4906'), Annotation: tapiana
    Time Stamp: ('ts4911', 'ts4913'), Annotation: adivinana  ninchi
    Time Stamp: ('ts4915', 'ts4917'), Annotation: jalar estirar
    Time Stamp: ('ts4919', 'ts4920'), Annotation: chutana nachu
    Time Stamp: ('ts4921', 'ts4922'), Annotation: rraumana
    Time Stamp: ('ts4927', 'ts4928'), Annotation: tianchu
    Time Stamp: ('ts4937', 'ts4938'), Annotation: aja
    Time Stamp: ('ts4941', 'ts4942'), Annotation: a ya
    Time Stamp: ('ts4945', 'ts4946'), Annotation: kaypi nin chuta 
    Time Stamp: ('ts4947', 'ts4948'), Annotation: podar
    Time Stamp: ('ts4949', 'ts4950'), Annotation: podar kiru  shina muchuna nachu
    Time Stamp: ('ts4951', 'ts4954'), Annotation: muchuna ninga kaypi
    Time Stamp: ('ts4960', 'ts4962'), Annotation: rraumana a 
    Time Stamp: ('ts4963', 'ts4964'), Annotation: aroma pash 
    Time Stamp: ('ts4965', 'ts4966'), Annotation: ha ya ya ya
    Time Stamp: ('ts4967', 'ts4968'), Annotation: rauma 
    Time Stamp: ('ts4969', 'ts4970'), Annotation: ta eeee
    Time Stamp: ('ts4971', 'ts4972'), Annotation: aaaa
    Time Stamp: ('ts4973', 'ts4974'), Annotation: moler pulverizar 
    Time Stamp: ('ts4975', 'ts4977'), Annotation: ñutu nachu ni
    Time Stamp: ('ts4978', 'ts4980'), Annotation: fu 
    Time Stamp: ('ts4981', 'ts4982'), Annotation: kuta shug pero
    Time Stamp: ('ts4983', 'ts4984'), Annotation: ñutu
    Time Stamp: ('ts4985', 'ts4986'), Annotation: existe nachu
    Time Stamp: ('ts4987', 'ts4988'), Annotation: ñutuchina
    Time Stamp: ('ts4989', 'ts4990'), Annotation: o ñutu tukuna
    Time Stamp: ('ts4991', 'ts4993'), Annotation: shina polvo
    Time Stamp: ('ts4994', 'ts4996'), Annotation: ñutu
    Time Stamp: ('ts4998', 'ts5000'), Annotation: tian como sustantivo 
    Time Stamp: ('ts5001', 'ts5002'), Annotation: ñutu
    Time Stamp: ('ts5005', 'ts5007'), Annotation: polvo
    Time Stamp: ('ts5010', 'ts5012'), Annotation: ñutuna
    Time Stamp: ('ts5013', 'ts5014'), Annotation: polverizar hacer polvo
    Time Stamp: ('ts5015', 'ts5017'), Annotation: aja
    Time Stamp: ('ts5019', 'ts5020'), Annotation: golpear
    Time Stamp: ('ts5021', 'ts5022'), Annotation: kayguan 
    Time Stamp: ('ts5026', 'ts5028'), Annotation: takana tian nachu 
    Time Stamp: ('ts5029', 'ts5030'), Annotation: eeee
    Time Stamp: ('ts5031', 'ts5032'), Annotation: empujar ya nircanchi nachu ñaja
    Time Stamp: ('ts5033', 'ts5034'), Annotation: tanga
    Time Stamp: ('ts5037', 'ts5038'), Annotation: tanga
    Time Stamp: ('ts5039', 'ts5040'), Annotation: poner en lugar alto algo
    Time Stamp: ('ts5041', 'ts5043'), Annotation: churkuna
    Time Stamp: ('ts5044', 'ts5046'), Annotation: guakichina
    Time Stamp: ('ts5047', 'ts5048'), Annotation: churkuna na tianchu
    Time Stamp: ('ts5051', 'ts5052'), Annotation: tsurkuna o churkuna
    Time Stamp: ('ts5057', 'ts5058'), Annotation: surkuna pero imata kan 
    Time Stamp: ('ts5066', 'ts5068'), Annotation: sacar
    Time Stamp: ('ts5071', 'ts5072'), Annotation: pero kaymi kan 
    Time Stamp: ('ts5073', 'ts5074'), Annotation: tsurkuna o churkuna
    Time Stamp: ('ts5075', 'ts5076'), Annotation: como poner 
    Time Stamp: ('ts5077', 'ts5078'), Annotation: churana nachu 
    Time Stamp: ('ts5079', 'ts5080'), Annotation: o guar guakuchina nirkangi nachu
    Time Stamp: ('ts5085', 'ts5086'), Annotation: ari
    Time Stamp: ('ts5087', 'ts5088'), Annotation: meterse o yenar 
    Time Stamp: ('ts5091', 'ts5092'), Annotation: meterse o yenar 
    Time Stamp: ('ts5095', 'ts5096'), Annotation: aja
    Time Stamp: ('ts5097', 'ts5098'), Annotation: tipina 
    Time Stamp: ('ts5099', 'ts5101'), Annotation: na
    Time Stamp: ('ts5103', 'ts5104'), Annotation: aja
    Time Stamp: ('ts5105', 'ts5106'), Annotation: fandana 
    Time Stamp: ('ts5107', 'ts5108'), Annotation: ari
    Time Stamp: ('ts5109', 'ts5110'), Annotation: ponerse 
    Time Stamp: ('ts5111', 'ts5112'), Annotation: poner
    Time Stamp: ('ts5113', 'ts5115'), Annotation: ponerse 
    Time Stamp: ('ts5116', 'ts5118'), Annotation: churana nachu 
    Time Stamp: ('ts5119', 'ts5120'), Annotation: y poner tambien 
    Time Stamp: ('ts5123', 'ts5124'), Annotation: llover
    Time Stamp: ('ts5127', 'ts5128'), Annotation: tamia
    Time Stamp: ('ts5129', 'ts5130'), Annotation: y parapash tianchu
    Time Stamp: ('ts5131', 'ts5132'), Annotation: paray
    Time Stamp: ('ts5133', 'ts5134'), Annotation: parajun
    Time Stamp: ('ts5135', 'ts5136'), Annotation: paramujun
    Time Stamp: ('ts5138', 'ts5140'), Annotation: tiachu 
    Time Stamp: ('ts5143', 'ts5144'), Annotation: paray y tamiapash 
    Time Stamp: ('ts5145', 'ts5146'), Annotation: alcanzar 
    Time Stamp: ('ts5151', 'ts5152'), Annotation: pagtana
    Time Stamp: ('ts5153', 'ts5154'), Annotation: aypana tianchu 
    Time Stamp: ('ts5157', 'ts5158'), Annotation: pagta
    Time Stamp: ('ts5159', 'ts5160'), Annotation: o pakta
    Time Stamp: ('ts5164', 'ts5166'), Annotation: pak
    Time Stamp: ('ts5167', 'ts5168'), Annotation: (ukun)
    Time Stamp: ('ts5169', 'ts5171'), Annotation: chaskina nachu
    Time Stamp: ('ts5175', 'ts5176'), Annotation: chaski
    Time Stamp: ('ts5179', 'ts5180'), Annotation: acordar acordar
    Time Stamp: ('ts5183', 'ts5184'), Annotation: yarina
    Time Stamp: ('ts5187', 'ts5188'), Annotation: yuyarina
    Time Stamp: ('ts5189', 'ts5191'), Annotation: guakinguna kaypi nin yuyarina
    Time Stamp: ('ts5193', 'ts5194'), Annotation: pero shina
    Time Stamp: ('ts5203', 'ts5205'), Annotation: yuyarina y yarina
    Time Stamp: ('ts5207', 'ts5208'), Annotation: sacar
    Time Stamp: ('ts5209', 'ts5211'), Annotation: chaypi tiaska ña
    Time Stamp: ('ts5212', 'ts5214'), Annotation: sugchu
    Time Stamp: ('ts5217', 'ts5218'), Annotation: surkuna
    Time Stamp: ('ts5219', 'ts5220'), Annotation: reproducir multiplicar
    Time Stamp: ('ts5221', 'ts5222'), Annotation: ya nirkanchi nachu 
    Time Stamp: ('ts5224', 'ts5226'), Annotation: mirana
    Time Stamp: ('ts5227', 'ts5228'), Annotation: volver regresar
    Time Stamp: ('ts5231', 'ts5232'), Annotation: tigramuna
    Time Stamp: ('ts5233', 'ts5234'), Annotation: shug kutina
    Time Stamp: ('ts5237', 'ts5239'), Annotation: kutirka
    Time Stamp: ('ts5240', 'ts5242'), Annotation: na shina parlanchu 
    Time Stamp: ('ts5245', 'ts5246'), Annotation: ya
    Time Stamp: ('ts5247', 'ts5248'), Annotation: kuti mushka
    Time Stamp: ('ts5251', 'ts5252'), Annotation: na
    Time Stamp: ('ts5254', 'ts5256'), Annotation: tigranga
    Time Stamp: ('ts5257', 'ts5258'), Annotation: enjuagar 
    Time Stamp: ('ts5260', 'ts5262'), Annotation: jaguana
    Time Stamp: ('ts5263', 'ts5265'), Annotation: jaguana
    Time Stamp: ('ts5267', 'ts5268'), Annotation: innnnn
    Time Stamp: ('ts5269', 'ts5270'), Annotation: mugchina na tianchu 
    Time Stamp: ('ts5271', 'ts5272'), Annotation: rrrrrrrrrrrrrr
    Time Stamp: ('ts5273', 'ts5274'), Annotation: rasguñar 
    Time Stamp: ('ts5275', 'ts5276'), Annotation: asi
    Time Stamp: ('ts5277', 'ts5278'), Annotation: wish wish 
    Time Stamp: ('ts5279', 'ts5280'), Annotation: rachina/ratsina
    Time Stamp: ('ts5281', 'ts5282'), Annotation: na tianchu 
    Time Stamp: ('ts5286', 'ts5288'), Annotation: rachina
    Time Stamp: ('ts5289', 'ts5291'), Annotation: na uyashkanichu ñuka
    Time Stamp: ('ts5292', 'ts5294'), Annotation: destrozar ari 
    Time Stamp: ('ts5299', 'ts5300'), Annotation: aspina es rascar nachu 
    Time Stamp: ('ts5301', 'ts5302'), Annotation: ñuka yaypi ña jipaman tapunga ra as rascar 
    Time Stamp: ('ts5303', 'ts5304'), Annotation: parece que es como destrozar como mapache  
    Time Stamp: ('ts5305', 'ts5306'), Annotation: cogggggsh
    Time Stamp: ('ts5307', 'ts5308'), Annotation: (asin)
    Time Stamp: ('ts5310', 'ts5312'), Annotation: con las uñas
    Time Stamp: ('ts5313', 'ts5315'), Annotation: (asin)
    Time Stamp: ('ts5317', 'ts5318'), Annotation: kunansi 
    Time Stamp: ('ts5319', 'ts5320'), Annotation: madurar
    Time Stamp: ('ts5324', 'ts5326'), Annotation: fukuna
    Time Stamp: ('ts5327', 'ts5328'), Annotation: fukuna
    Time Stamp: ('ts5333', 'ts5334'), Annotation: ari
    Time Stamp: ('ts5335', 'ts5336'), Annotation: asar
    Time Stamp: ('ts5339', 'ts5340'), Annotation: rodar
    Time Stamp: ('ts5344', 'ts5346'), Annotation: muyuchina
    Time Stamp: ('ts5347', 'ts5348'), Annotation: y singuna imata kan 
    Time Stamp: ('ts5353', 'ts5354'), Annotation: aja
    Time Stamp: ('ts5355', 'ts5356'), Annotation: a ya
    Time Stamp: ('ts5359', 'ts5360'), Annotation: singuna 
    Time Stamp: ('ts5361', 'ts5362'), Annotation: aja
    Time Stamp: ('ts5365', 'ts5366'), Annotation: hacer caer
    Time Stamp: ('ts5367', 'ts5368'), Annotation: hacer rodar 
    Time Stamp: ('ts5371', 'ts5372'), Annotation: aja
    Time Stamp: ('ts5377', 'ts5378'), Annotation: aja
    Time Stamp: ('ts5379', 'ts5380'), Annotation: pudrir
    Time Stamp: ('ts5383', 'ts5384'), Annotation: frotar
    Time Stamp: ('ts5389', 'ts5390'), Annotation: jakuna
    Time Stamp: ('ts5391', 'ts5392'), Annotation: correr
    Time Stamp: ('ts5395', 'ts5396'), Annotation: contar decir 
    Time Stamp: ('ts5401', 'ts5402'), Annotation: aja
    Time Stamp: ('ts5403', 'ts5404'), Annotation: nina 
    Time Stamp: ('ts5408', 'ts5409'), Annotation: villana
    Time Stamp: ('ts5413', 'ts5414'), Annotation: asustarse
    Time Stamp: ('ts5415', 'ts5417'), Annotation: a asustarme 
    Time Stamp: ('ts5419', 'ts5420'), Annotation: kaypi nin mancha manchay 
    Time Stamp: ('ts5422', 'ts5424'), Annotation: o manllay 
    Time Stamp: ('ts5426', 'ts5428'), Annotation: manchi
    Time Stamp: ('ts5429', 'ts5430'), Annotation: manchi 
    Time Stamp: ('ts5431', 'ts5432'), Annotation: aja
    Time Stamp: ('ts5437', 'ts5438'), Annotation: na manchana
    Time Stamp: ('ts5439', 'ts5440'), Annotation: na mancha o manchi 
    Time Stamp: ('ts5443', 'ts5444'), Annotation: regañar tianchu
    Time Stamp: ('ts5445', 'ts5446'), Annotation: camino
    Time Stamp: ('ts5447', 'ts5448'), Annotation: came
    Time Stamp: ('ts5451', 'ts5452'), Annotation: kaypikan aspina
    Time Stamp: ('ts5453', 'ts5454'), Annotation: rascar
    Time Stamp: ('ts5456', 'ts5458'), Annotation: nachu 
    Time Stamp: ('ts5459', 'ts5460'), Annotation: aspina
    Time Stamp: ('ts5463', 'ts5464'), Annotation: ver
    Time Stamp: ('ts5467', 'ts5468'), Annotation: vender
    Time Stamp: ('ts5473', 'ts5474'), Annotation: indiar
    Time Stamp: ('ts5475', 'ts5476'), Annotation: liberar/mandar
    Time Stamp: ('ts5478', 'ts5480'), Annotation: aja
    Time Stamp: ('ts5481', 'ts5482'), Annotation: separar/ordenar/seleccionar
    Time Stamp: ('ts5485', 'ts5486'), Annotation: asi
    Time Stamp: ('ts5491', 'ts5492'), Annotation: agllana 
    Time Stamp: ('ts5493', 'ts5495'), Annotation: y rakinachina
    Time Stamp: ('ts5498', 'ts5500'), Annotation: aja
    Time Stamp: ('ts5501', 'ts5502'), Annotation: agllana ni 
    Time Stamp: ('ts5503', 'ts5504'), Annotation: agllana 
    Time Stamp: ('ts5505', 'ts5506'), Annotation: o chincayachina
    Time Stamp: ('ts5509', 'ts5510'), Annotation: hermana
    Time Stamp: ('ts5511', 'ts5513'), Annotation: rakina nachu 
    Time Stamp: ('ts5515', 'ts5516'), Annotation: ha ha 
    Time Stamp: ('ts5517', 'ts5518'), Annotation: saber conbina
    Time Stamp: ('ts5520', 'ts5523'), Annotation: karana
    Time Stamp: ('ts5525', 'ts5526'), Annotation: coser
    Time Stamp: ('ts5531', 'ts5532'), Annotation: sirana
    Time Stamp: ('ts5533', 'ts5534'), Annotation: sacudir
    Time Stamp: ('ts5537', 'ts5538'), Annotation: chaspina
    Time Stamp: ('ts5539', 'ts5541'), Annotation: tapsina o kaspina na tianchu 
    Time Stamp: ('ts5545', 'ts5546'), Annotation: chaspi 
    Time Stamp: ('ts5547', 'ts5548'), Annotation: aja
    Time Stamp: ('ts5549', 'ts5550'), Annotation: raaau
    Time Stamp: ('ts5552', 'ts5554'), Annotation: rrutuna
    Time Stamp: ('ts5555', 'ts5556'), Annotation: ari
    Time Stamp: ('ts5557', 'ts5558'), Annotation: rrutu
    Time Stamp: ('ts5559', 'ts5560'), Annotation: desss cara aja
    Time Stamp: ('ts5561', 'ts5562'), Annotation: descascarar
    Time Stamp: ('ts5564', 'ts5567'), Annotation: ishku
    Time Stamp: ('ts5568', 'ts5570'), Annotation: llushtina
    Time Stamp: ('ts5571', 'ts5572'), Annotation: ishkuna tianchu 
    Time Stamp: ('ts5580', 'ts5581'), Annotation: aja
    Time Stamp: ('ts5583', 'ts5584'), Annotation: gritar 
    Time Stamp: ('ts5587', 'ts5588'), Annotation: mostrar
    Time Stamp: ('ts5591', 'ts5592'), Annotation: despedazar
    Time Stamp: ('ts5594', 'ts5596'), Annotation: ñuchuchina
    Time Stamp: ('ts5597', 'ts5598'), Annotation: llikina
    Time Stamp: ('ts5601', 'ts5602'), Annotation: likina
    Time Stamp: ('ts5612', 'ts5614'), Annotation: aja
    Time Stamp: ('ts5615', 'ts5616'), Annotation: likina 
    Time Stamp: ('ts5617', 'ts5618'), Annotation: aja
    Time Stamp: ('ts5619', 'ts5620'), Annotation: eso decir likina
    Time Stamp: ('ts5621', 'ts5622'), Annotation: lliki liki
    Time Stamp: ('ts5623', 'ts5624'), Annotation: eeeeeeeeemmmm
    Time Stamp: ('ts5625', 'ts5626'), Annotation: reducir achicar 
    Time Stamp: ('ts5627', 'ts5628'), Annotation: kindina 
    Time Stamp: ('ts5629', 'ts5630'), Annotation: kintina
    Time Stamp: ('ts5632', 'ts5634'), Annotation: kintina
    Time Stamp: ('ts5635', 'ts5636'), Annotation: kinti 
    Time Stamp: ('ts5637', 'ts5639'), Annotation: hache ka
    Time Stamp: ('ts5641', 'ts5642'), Annotation: tocar musica 
    Time Stamp: ('ts5643', 'ts5645'), Annotation: takina
    Time Stamp: ('ts5648', 'ts5650'), Annotation: na yapa nin kaypi 
    Time Stamp: ('ts5651', 'ts5652'), Annotation: guakachina
    Time Stamp: ('ts5654', 'ts5656'), Annotation: tanata
    Time Stamp: ('ts5659', 'ts5660'), Annotation: tono 
    Time Stamp: ('ts5662', 'ts5664'), Annotation: aja
    Time Stamp: ('ts5665', 'ts5666'), Annotation: sentarse 
    Time Stamp: ('ts5669', 'ts5670'), Annotation: tia
    Time Stamp: ('ts5671', 'ts5672'), Annotation: tiari
    Time Stamp: ('ts5673', 'ts5674'), Annotation: (maki wagtakun)
    Time Stamp: ('ts5675', 'ts5676'), Annotation: haa
    Time Stamp: ('ts5677', 'ts5678'), Annotation: dar palmadas/aplaudir
    Time Stamp: ('ts5683', 'ts5684'), Annotation: maki gutana
    Time Stamp: ('ts5685', 'ts5688'), Annotation: y takllana na tianchu 
    Time Stamp: ('ts5689', 'ts5690'), Annotation: aja
    Time Stamp: ('ts5693', 'ts5694'), Annotation: tagshana pero
    Time Stamp: ('ts5695', 'ts5696'), Annotation: tag
    Time Stamp: ('ts5697', 'ts5698'), Annotation: liana
    Time Stamp: ('ts5699', 'ts5700'), Annotation: tagllana
    Time Stamp: ('ts5702', 'ts5704'), Annotation: tagllana
    Time Stamp: ('ts5707', 'ts5709'), Annotation: lavar 
    Time Stamp: ('ts5713', 'ts5714'), Annotation: tagll
    Time Stamp: ('ts5715', 'ts5716'), Annotation: pero mana tagshana
    Time Stamp: ('ts5717', 'ts5718'), Annotation: tagllana
    Time Stamp: ('ts5720', 'ts5722'), Annotation: canga
    Time Stamp: ('ts5723', 'ts5724'), Annotation: paykunapa kanga
    Time Stamp: ('ts5725', 'ts5726'), Annotation: tagliana 
    Time Stamp: ('ts5727', 'ts5728'), Annotation: tagrana
    Time Stamp: ('ts5729', 'ts5731'), Annotation: (asin)
    Time Stamp: ('ts5732', 'ts5734'), Annotation: shug parlay 
    Time Stamp: ('ts5735', 'ts5736'), Annotation: a ve
    Time Stamp: ('ts5739', 'ts5740'), Annotation: eeeeee
    Time Stamp: ('ts5741', 'ts5742'), Annotation: pishtar 
    Time Stamp: ('ts5743', 'ts5744'), Annotation: carnear
    Time Stamp: ('ts5745', 'ts5746'), Annotation: eeeeee
    Time Stamp: ('ts5747', 'ts5748'), Annotation: limpiar un animal
    Time Stamp: ('ts5749', 'ts5750'), Annotation: sacar pie piel de animal 
    Time Stamp: ('ts5751', 'ts5752'), Annotation: para
    Time Stamp: ('ts5755', 'ts5756'), Annotation: pish
    Time Stamp: ('ts5757', 'ts5758'), Annotation: pishtana nin 
    Time Stamp: ('ts5761', 'ts5762'), Annotation: rrutuna tal vez 
    Time Stamp: ('ts5765', 'ts5767'), Annotation: pishtana na 
    Time Stamp: ('ts5769', 'ts5770'), Annotation: uyashcangi 
    Time Stamp: ('ts5771', 'ts5772'), Annotation: dormir 
    Time Stamp: ('ts5775', 'ts5776'), Annotation: resbalar 
    Time Stamp: ('ts5781', 'ts5782'), Annotation: lluchikana
    Time Stamp: ('ts5785', 'ts5786'), Annotation: rromper
    Time Stamp: ('ts5789', 'ts5790'), Annotation: liki
    Time Stamp: ('ts5791', 'ts5792'), Annotation: likina
    Time Stamp: ('ts5794', 'ts5796'), Annotation: mitina o
    Time Stamp: ('ts5797', 'ts5798'), Annotation: nitina
    Time Stamp: ('ts5801', 'ts5802'), Annotation: likinchu
    Time Stamp: ('ts5803', 'ts5804'), Annotation: eeeeeeee
    Time Stamp: ('ts5805', 'ts5806'), Annotation: huntar con barro 
    Time Stamp: ('ts5807', 'ts5808'), Annotation: oooo
    Time Stamp: ('ts5809', 'ts5810'), Annotation: poner barro 
