Speaker: Simeon
  Tier Type: po, Annotations Count: 1351
    Time Stamp: ('ts4447', 'ts4448'), Annotation: esta tambien dice 
    Time Stamp: ('ts4449', 'ts4450'), Annotation: en castellano lo mimso 
    Time Stamp: ('ts4455', 'ts4456'), Annotation: chaki 
    Time Stamp: ('ts4457', 'ts4459'), Annotation: aca
    Time Stamp: ('ts4460', 'ts4462'), Annotation: ha ja 
    Time Stamp: ('ts4463', 'ts4464'), Annotation: y aqui 
    Time Stamp: ('ts4471', 'ts4472'), Annotation: chaqui 
    Time Stamp: ('ts4473', 'ts4474'), Annotation: ha ja 
    Time Stamp: ('ts4475', 'ts4476'), Annotation: y mas en el trasero 
    Time Stamp: ('ts4487', 'ts4488'), Annotation: de la nalga 
    Time Stamp: ('ts4489', 'ts4490'), Annotation: de
    Time Stamp: ('ts4491', 'ts4492'), Annotation: es
    Time Stamp: ('ts4493', 'ts4494'), Annotation: siqui 
    Time Stamp: ('ts4495', 'ts4496'), Annotation: no 
    Time Stamp: ('ts4497', 'ts4498'), Annotation: cierto 
    Time Stamp: ('ts4503', 'ts4505'), Annotation: siqui 
    Time Stamp: ('ts4507', 'ts4508'), Annotation: sikita jaytay 
    Time Stamp: ('ts4509', 'ts4510'), Annotation: saben decir 
    Time Stamp: ('ts4513', 'ts4515'), Annotation: (asinakun)
    Time Stamp: ('ts4521', 'ts4522'), Annotation: dice
    Time Stamp: ('ts4523', 'ts4524'), Annotation: a la mujer 
    Time Stamp: ('ts4525', 'ts4526'), Annotation: guarmi, guarmi 
    Time Stamp: ('ts4527', 'ts4528'), Annotation: sikita karaguay 
    Time Stamp: ('ts4530', 'ts4532'), Annotation: molestangapa
    Time Stamp: ('ts4535', 'ts4536'), Annotation: asi dice 
    Time Stamp: ('ts4541', 'ts4543'), Annotation: (asinakun)
    Time Stamp: ('ts4544', 'ts4546'), Annotation: shina ninllu 
    Time Stamp: ('ts4549', 'ts4550'), Annotation: sumag 
    Time Stamp: ('ts4552', 'ts4553'), Annotation: sumag 
    Time Stamp: ('ts4555', 'ts4556'), Annotation: ari
    Time Stamp: ('ts4557', 'ts4558'), Annotation: eeeeeeeeee
    Time Stamp: ('ts4559', 'ts4560'), Annotation: a ver cuantas horas 
    Time Stamp: ('ts4561', 'ts4562'), Annotation: vamos 
    Time Stamp: ('ts4563', 'ts4564'), Annotation: cuantos minutos 
    Time Stamp: ('ts4565', 'ts4566'), Annotation: ya 
    Time Stamp: ('ts4567', 'ts4568'), Annotation: yo creo que 
    Time Stamp: ('ts4569', 'ts4570'), Annotation: ya podemos 
    Time Stamp: ('ts4571', 'ts4572'), Annotation: ir terminando 
    Time Stamp: ('ts4573', 'ts4574'), Annotation: si es que ya 
    Time Stamp: ('ts4575', 'ts4576'), Annotation: yaaa
    Time Stamp: ('ts4577', 'ts4578'), Annotation: no se 
    Time Stamp: ('ts4579', 'ts4580'), Annotation: si
    Time Stamp: ('ts4581', 'ts4582'), Annotation: queire contar algo mas 
    Time Stamp: ('ts4583', 'ts4584'), Annotation: quiere contar 
    Time Stamp: ('ts4586', 'ts4590'), Annotation: tal vez puede contar 
    Time Stamp: ('ts4591', 'ts4592'), Annotation: poco 
    Time Stamp: ('ts4593', 'ts4594'), Annotation: cuando era niño
    Time Stamp: ('ts4595', 'ts4596'), Annotation: pero en kichua 
    Time Stamp: ('ts4597', 'ts4598'), Annotation: un poquito 
    Time Stamp: ('ts4601', 'ts4602'), Annotation: ima shina kausarkangi 
    Time Stamp: ('ts4623', 'ts4625'), Annotation: siiiii
    Time Stamp: ('ts4645', 'ts4646'), Annotation: mmmm
    Time Stamp: ('ts4653', 'ts4654'), Annotation: aja
    Time Stamp: ('ts4663', 'ts4664'), Annotation: aja
    Time Stamp: ('ts4665', 'ts4666'), Annotation: guagua kashpa maypi kausarkangi
    Time Stamp: ('ts4667', 'ts4668'), Annotation: guagua
    Time Stamp: ('ts4669', 'ts4670'), Annotation: kaypi
    Time Stamp: ('ts4675', 'ts4677'), Annotation: kay tierrapi 
    Time Stamp: ('ts4683', 'ts4684'), Annotation: chayman 
    Time Stamp: ('ts4685', 'ts4686'), Annotation: aja 
    Time Stamp: ('ts4687', 'ts4688'), Annotation: piguan kausarkangi 
    Time Stamp: ('ts4689', 'ts4690'), Annotation: guaguaoras
    Time Stamp: ('ts4691', 'ts4692'), Annotation: guagua cashpa 
    Time Stamp: ('ts4693', 'ts4694'), Annotation: piguan kausarkangi 
    Time Stamp: ('ts4695', 'ts4696'), Annotation: mama
    Time Stamp: ('ts4697', 'ts4698'), Annotation: tayta
    Time Stamp: ('ts4709', 'ts4711'), Annotation: a ja 
    Time Stamp: ('ts4713', 'ts4714'), Annotation: turis 
    Time Stamp: ('ts4715', 'ts4716'), Annotation: a ja 
    Time Stamp: ('ts4721', 'ts4722'), Annotation: a ja
    Time Stamp: ('ts4723', 'ts4724'), Annotation: imapi trabajarka 
    Time Stamp: ('ts4725', 'ts4726'), Annotation: camba tayta mama
    Time Stamp: ('ts4751', 'ts4752'), Annotation: mmmmm
    Time Stamp: ('ts4753', 'ts4754'), Annotation: llama milma 
    Time Stamp: ('ts4757', 'ts4758'), Annotation: a ja 
    Time Stamp: ('ts4769', 'ts4770'), Annotation: a ja 
    Time Stamp: ('ts4771', 'ts4772'), Annotation: ha ya 
    Time Stamp: ('ts4773', 'ts4774'), Annotation: eeeeeeeeee
    Time Stamp: ('ts4775', 'ts4776'), Annotation: y tayta 
    Time Stamp: ('ts4777', 'ts4778'), Annotation: guagra 
    Time Stamp: ('ts4779', 'ts4780'), Annotation: guagraguan yapushpa
    Time Stamp: ('ts4789', 'ts4790'), Annotation: a ja 
    Time Stamp: ('ts4793', 'ts4794'), Annotation: ari 
    Time Stamp: ('ts4795', 'ts4796'), Annotation: a ja 
    Time Stamp: ('ts4797', 'ts4798'), Annotation: mashna pura karkangichi 
    Time Stamp: ('ts4799', 'ts4800'), Annotation: guaki 
    Time Stamp: ('ts4801', 'ts4802'), Annotation: pani 
    Time Stamp: ('ts4803', 'ts4804'), Annotation: pura 
    Time Stamp: ('ts4807', 'ts4808'), Annotation: mashna 
    Time Stamp: ('ts4811', 'ts4812'), Annotation: shuglla
    Time Stamp: ('ts4815', 'ts4816'), Annotation: solo uno 
    Time Stamp: ('ts4817', 'ts4818'), Annotation: pero 
    Time Stamp: ('ts4819', 'ts4820'), Annotation: y la familia era 
    Time Stamp: ('ts4821', 'ts4822'), Annotation: grande 
    Time Stamp: ('ts4823', 'ts4824'), Annotation: tenia hermanos y hermanas 
    Time Stamp: ('ts4827', 'ts4828'), Annotation: jatun 
    Time Stamp: ('ts4831', 'ts4832'), Annotation: shug 
    Time Stamp: ('ts4833', 'ts4834'), Annotation: ishki
    Time Stamp: ('ts4835', 'ts4836'), Annotation: kimsa 
    Time Stamp: ('ts4839', 'ts4840'), Annotation: chusku
    Time Stamp: ('ts4845', 'ts4846'), Annotation: cinco 
    Time Stamp: ('ts4849', 'ts4850'), Annotation: shug 
    Time Stamp: ('ts4851', 'ts4852'), Annotation: ishkay 
    Time Stamp: ('ts4853', 'ts4854'), Annotation: kimsa
    Time Stamp: ('ts4855', 'ts4856'), Annotation: cati 
    Time Stamp: ('ts4863', 'ts4864'), Annotation: shug 
    Time Stamp: ('ts4867', 'ts4868'), Annotation: ha ja 
    Time Stamp: ('ts4877', 'ts4878'), Annotation: kimsa
    Time Stamp: ('ts4879', 'ts4880'), Annotation: kimsa 
    Time Stamp: ('ts4881', 'ts4882'), Annotation: chusku 
    Time Stamp: ('ts4885', 'ts4887'), Annotation: (asin)
    Time Stamp: ('ts4889', 'ts4890'), Annotation: hasta chunga 
    Time Stamp: ('ts4891', 'ts4893'), Annotation: no, cierto 
    Time Stamp: ('ts4895', 'ts4896'), Annotation: chunga 
    Time Stamp: ('ts4897', 'ts4898'), Annotation: eeeeeeeeeeeee
    Time Stamp: ('ts4899', 'ts4900'), Annotation: y
    Time Stamp: ('ts4901', 'ts4902'), Annotation: chaypiiiiiiii
    Time Stamp: ('ts4903', 'ts4904'), Annotation: escuelaman rrirkangichu 
    Time Stamp: ('ts4909', 'ts4910'), Annotation: kaypi 
    Time Stamp: ('ts4919', 'ts4920'), Annotation: ha ja 
    Time Stamp: ('ts4933', 'ts4934'), Annotation: ha ja 
    Time Stamp: ('ts4939', 'ts4940'), Annotation: ha ja 
    Time Stamp: ('ts4941', 'ts4942'), Annotation: yyyy 
    Time Stamp: ('ts4943', 'ts4944'), Annotation: camba guarmy 
    Time Stamp: ('ts4945', 'ts4946'), Annotation: kay mandapashchu kan 
    Time Stamp: ('ts4948', 'ts4949'), Annotation: Pifomanda 
    Time Stamp: ('ts4951', 'ts4952'), Annotation: ha ja 
    Time Stamp: ('ts4955', 'ts4956'), Annotation: ña 
    Time Stamp: ('ts4969', 'ts4970'), Annotation: imaaaaaaaaaaaaaa
    Time Stamp: ('ts4971', 'ts4972'), Annotation: mashnaaaa
    Time Stamp: ('ts4973', 'ts4974'), Annotation: edadguan 
    Time Stamp: ('ts4975', 'ts4976'), Annotation: cazararkangi 
    Time Stamp: ('ts4977', 'ts4978'), Annotation: payguan 
    Time Stamp: ('ts4981', 'ts4982'), Annotation: joven cashpaga 
    Time Stamp: ('ts4985', 'ts4986'), Annotation: mashna guatata charirkangi 
    Time Stamp: ('ts4989', 'ts4990'), Annotation: kasaragpi 
    Time Stamp: ('ts4991', 'ts4992'), Annotation: dieciocho
    Time Stamp: ('ts4997', 'ts4998'), Annotation: fotota japirini
    Time Stamp: ('ts4999', 'ts5000'), Annotation: voy a sacar una fotito 
    Time Stamp: ('ts5001', 'ts5002'), Annotation: y chaypiiiiii
    Time Stamp: ('ts5003', 'ts5004'), Annotation: cazarashpa maypi kausarkangi 
    Time Stamp: ('ts5005', 'ts5006'), Annotation: chaypi 
    Time Stamp: ('ts5007', 'ts5008'), Annotation: maypi 
    Time Stamp: ('ts5009', 'ts5010'), Annotation: guarmiguan 
    Time Stamp: ('ts5015', 'ts5016'), Annotation: chayman 
    Time Stamp: ('ts5019', 'ts5020'), Annotation: mm j 
    Time Stamp: ('ts5021', 'ts5022'), Annotation: shug guasi 
    Time Stamp: ('ts5027', 'ts5028'), Annotation: ha ja 
    Time Stamp: ('ts5029', 'ts5030'), Annotation: mashna guaguaky¡unata charirkangichi 
    Time Stamp: ('ts5031', 'ts5033'), Annotation: churikuna 
    Time Stamp: ('ts5034', 'ts5036'), Annotation: ushikuna 
    Time Stamp: ('ts5037', 'ts5038'), Annotation: ishkay 
    Time Stamp: ('ts5041', 'ts5042'), Annotation: ishkay 
    Time Stamp: ('ts5043', 'ts5044'), Annotation: churi 
    Time Stamp: ('ts5049', 'ts5050'), Annotation: tres churi 
    Time Stamp: ('ts5052', 'ts5054'), Annotation: ushushi 
    Time Stamp: ('ts5057', 'ts5058'), Annotation: mana 
    Time Stamp: ('ts5061', 'ts5062'), Annotation: mana tian 
    Time Stamp: ('ts5065', 'ts5066'), Annotation: ha ha 
    Time Stamp: ('ts5089', 'ts5090'), Annotation: ari
    Time Stamp: ('ts5091', 'ts5092'), Annotation: yyyyyyyy
    Time Stamp: ('ts5093', 'ts5094'), Annotation: y bueno 
    Time Stamp: ('ts5095', 'ts5096'), Annotation: y kunan 
    Time Stamp: ('ts5097', 'ts5098'), Annotation: kay guasita 
    Time Stamp: ('ts5099', 'ts5100'), Annotation: cuidangi nachu 
    Time Stamp: ('ts5113', 'ts5116'), Annotation: el cuida aqui 
    Time Stamp: ('ts5117', 'ts5118'), Annotation: ha ja
    Time Stamp: ('ts5119', 'ts5120'), Annotation: esa casa
    Time Stamp: ('ts5121', 'ts5122'), Annotation: mauca guasi 
    Time Stamp: ('ts5123', 'ts5125'), Annotation: nachu 
    Time Stamp: ('ts5126', 'ts5128'), Annotation: punda guasi 
    Time Stamp: ('ts5136', 'ts5138'), Annotation: ha ya 
    Time Stamp: ('ts5145', 'ts5146'), Annotation: ha ha 
    Time Stamp: ('ts5171', 'ts5172'), Annotation: sumag 
    Time Stamp: ('ts5173', 'ts5174'), Annotation: ha ja 
    Time Stamp: ('ts5177', 'ts5178'), Annotation: asi dijo 
    Time Stamp: ('ts5179', 'ts5180'), Annotation: esque
    Time Stamp: ('ts5181', 'ts5182'), Annotation: ahi 
    Time Stamp: ('ts5183', 'ts5184'), Annotation: kaypi tarpungi 
    Time Stamp: ('ts5185', 'ts5187'), Annotation: sarata 
    Time Stamp: ('ts5188', 'ts5190'), Annotation: nachu 
    Time Stamp: ('ts5217', 'ts5218'), Annotation: mikungabak
    Time Stamp: ('ts5221', 'ts5222'), Annotation: jatungapag 
    Time Stamp: ('ts5223', 'ts5225'), Annotation: probana
    Time Stamp: ('ts5229', 'ts5231'), Annotation: mikungapalla 
    Time Stamp: ('ts5237', 'ts5238'), Annotation: ña
    Time Stamp: ('ts5239', 'ts5240'), Annotation: ari
    Time Stamp: ('ts5241', 'ts5242'), Annotation: mishki 
    Time Stamp: ('ts5246', 'ts5248'), Annotation: ha ha 
    Time Stamp: ('ts5249', 'ts5250'), Annotation: y kay mauka guasipi 
    Time Stamp: ('ts5251', 'ts5252'), Annotation: nachu aya tian 
    Time Stamp: ('ts5258', 'ts5260'), Annotation: ukupi 
    Time Stamp: ('ts5261', 'ts5263'), Annotation: mana topangi 
    Time Stamp: ('ts5269', 'ts5270'), Annotation: tuta mana shamunllu
    Time Stamp: ('ts5277', 'ts5278'), Annotation: ha ha 
    Time Stamp: ('ts5285', 'ts5286'), Annotation: cuco 
    Time Stamp: ('ts5287', 'ts5288'), Annotation: kaypi purinllu 
    Time Stamp: ('ts5289', 'ts5290'), Annotation: Pifopi
    Time Stamp: ('ts5291', 'ts5292'), Annotation: shina ayakuna 
    Time Stamp: ('ts5297', 'ts5298'), Annotation: yaaaaa
    Time Stamp: ('ts5317', 'ts5319'), Annotation: shua purin 
    Time Stamp: ('ts5321', 'ts5322'), Annotation: haaaaaa
    Time Stamp: ('ts5323', 'ts5324'), Annotation: kunan shua purin 
    Time Stamp: ('ts5325', 'ts5326'), Annotation: aya illan 
    Time Stamp: ('ts5327', 'ts5328'), Annotation: ña shua 
    Time Stamp: ('ts5329', 'ts5330'), Annotation: shua purin 
    Time Stamp: ('ts5333', 'ts5334'), Annotation: mmmmm
    Time Stamp: ('ts5343', 'ts5344'), Annotation: ya
    Time Stamp: ('ts5345', 'ts5346'), Annotation: (asin)
    Time Stamp: ('ts5347', 'ts5348'), Annotation: ya, ya 
    Time Stamp: ('ts5349', 'ts5350'), Annotation: bueno 
    Time Stamp: ('ts5351', 'ts5352'), Annotation: kikin ama shaykuchun 
    Time Stamp: ('ts5353', 'ts5354'), Annotation: ñuka nini 
    Time Stamp: ('ts5355', 'ts5356'), Annotation: chaykaman 
    Time Stamp: ('ts5357', 'ts5358'), Annotation: chaykaman sakishun 
    Time Stamp: ('ts5361', 'ts5362'), Annotation: kutin shug punlla
    Time Stamp: ('ts5365', 'ts5366'), Annotation: parlangapa 
    Time Stamp: ('ts5371', 'ts5372'), Annotation: hayyyyyyy
    Time Stamp: ('ts5373', 'ts5374'), Annotation: hay voy a venir 
    Time Stamp: ('ts5375', 'ts5376'), Annotation: nose cuando 
    Time Stamp: ('ts5377', 'ts5378'), Annotation: pero 
    Time Stamp: ('ts5379', 'ts5380'), Annotation: como 
    Time Stamp: ('ts5381', 'ts5382'), Annotation: le conozco la casa 
    Time Stamp: ('ts5383', 'ts5384'), Annotation: voy a venir 
    Time Stamp: ('ts5385', 'ts5386'), Annotation: a traerle la copia 
    Time Stamp: ('ts5387', 'ts5388'), Annotation: de lo que grabamos 
    Time Stamp: ('ts5391', 'ts5392'), Annotation: mmm 
  Tier Type: tn, Annotations Count: 1351
    Time Stamp: a1, Annotation: Bueno 
    Time Stamp: a2, Annotation: Buenos dias
    Time Stamp: a3, Annotation: estamos aqui
    Time Stamp: a4, Annotation: con el 
    Time Stamp: a5, Annotation: compañero
    Time Stamp: a6, Annotation: Segundo Cumbal
    Time Stamp: a7, Annotation: en Pifo 
    Time Stamp: a8, Annotation: vamos a ver 
    Time Stamp: a9, Annotation: si
    Time Stamp: a10, Annotation: si recordamos un poco
    Time Stamp: a11, Annotation: de
    Time Stamp: a12, Annotation: como es 
    Time Stamp: a13, Annotation: el kichwa de esta zona
    Time Stamp: a14, Annotation: podemos, empezar 
    Time Stamp: a15, Annotation: vio 
    Time Stamp: a16, Annotation: que 
    Time Stamp: a17, Annotation: ese
    Time Stamp: a18, Annotation: perro 
    Time Stamp: a19, Annotation: me queria morde
    Time Stamp: a20, Annotation: mi
    Time Stamp: a21, Annotation: mi pantalon 
    Time Stamp: a22, Annotation: risas
    Time Stamp: a23, Annotation: entonces en kichwa 
    Time Stamp: a24, Annotation: como le vamos a decir 
    Time Stamp: a25, Annotation: que el perro
    Time Stamp: a26, Annotation: que 
    Time Stamp: a27, Annotation: que 
    Time Stamp: a28, Annotation: vete
    Time Stamp: a29, Annotation: perro 
    Time Stamp: a30, Annotation: que 
    Time Stamp: a31, Annotation: se vaya
    Time Stamp: a32, Annotation: que no venga
    Time Stamp: a33, Annotation: como vamos a decir
    Time Stamp: a34, Annotation: perro 
    Time Stamp: a35, Annotation: si
    Time Stamp: a36, Annotation: aaaaaaa
    Time Stamp: a37, Annotation: ja
    Time Stamp: a38, Annotation: si
    Time Stamp: a113, Annotation: risas
    Time Stamp: a114, Annotation: vete, andate
    Time Stamp: a115, Annotation: se vaya 
    Time Stamp: a116, Annotation: si 
    Time Stamp: a117, Annotation: no morderas
    Time Stamp: a118, Annotation: si
    Time Stamp: a119, Annotation: mi amigo 
    Time Stamp: a120, Annotation: mi amigo 
    Time Stamp: a121, Annotation: perro 
    Time Stamp: a122, Annotation: se dice
    Time Stamp: a123, Annotation: perro 
    Time Stamp: a124, Annotation: si
    Time Stamp: a125, Annotation: ha ja 
    Time Stamp: a126, Annotation: has escuchado
    Time Stamp: a127, Annotation: que algunos
    Time Stamp: a128, Annotation: asi de Cimborazo 
    Time Stamp: a129, Annotation: van a decir
    Time Stamp: a130, Annotation: perro 
    Time Stamp: a131, Annotation: has oido 
    Time Stamp: a132, Annotation: pero por aqu
    Time Stamp: a133, Annotation: se dice 
    Time Stamp: a134, Annotation: perro 
    Time Stamp: a135, Annotation: si
    Time Stamp: a136, Annotation: pela 
    Time Stamp: a137, Annotation: tierra
    Time Stamp: a138, Annotation: la tierra
    Time Stamp: a139, Annotation: como 
    Time Stamp: a140, Annotation: se dice 
    Time Stamp: a141, Annotation: es tierra
    Time Stamp: a142, Annotation: tambien 
    Time Stamp: a143, Annotation: no
    Time Stamp: a144, Annotation: y la
    Time Stamp: a145, Annotation: plata
    Time Stamp: a146, Annotation: plata
    Time Stamp: a147, Annotation: si
    Time Stamp: a148, Annotation: entonces 
    Time Stamp: a149, Annotation: muy bien 
    Time Stamp: a150, Annotation: entonces 
    Time Stamp: a151, Annotation: el perro 
    Time Stamp: a152, Annotation: viene
    Time Stamp: a153, Annotation: ee
    Time Stamp: a154, Annotation: con quien
    Time Stamp: a155, Annotation: con quien 
    Time Stamp: a156, Annotation: eeeeee
    Time Stamp: a157, Annotation: aprendio hablar kichwa
    Time Stamp: a158, Annotation: ya
    Time Stamp: a159, Annotation: oreja
    Time Stamp: a160, Annotation: eeeee
    Time Stamp: a161, Annotation: y
    Time Stamp: a162, Annotation: yyyyyyyy
    Time Stamp: a163, Annotation: sus papas
    Time Stamp: a164, Annotation: o
    Time Stamp: a165, Annotation: sus abuelos
    Time Stamp: a166, Annotation: conversaban 
    Time Stamp: a167, Annotation: en kichua
    Time Stamp: a168, Annotation: ya
    Time Stamp: a169, Annotation: a ja 
    Time Stamp: a343, Annotation: y como dicen
    Time Stamp: a344, Annotation: entonces
    Time Stamp: a345, Annotation: que vaya a matar a ese hombre 
    Time Stamp: a346, Annotation: le mato 
    Time Stamp: a347, Annotation: si
    Time Stamp: a348, Annotation: si
    Time Stamp: a349, Annotation: no merece para mi 
    Time Stamp: a350, Annotation: eeeee
    Time Stamp: a351, Annotation: le voy a matar 
    Time Stamp: a352, Annotation: conoce
    Time Stamp: a353, Annotation: te mato
    Time Stamp: a354, Annotation: a ja
    Time Stamp: a355, Annotation: a ja
    Time Stamp: a356, Annotation: morir
    Time Stamp: a357, Annotation: yyy
    Time Stamp: a358, Annotation: voy a 
    Time Stamp: a359, Annotation: el hombre
    Time Stamp: a360, Annotation: como digo el hombre
    Time Stamp: a361, Annotation: el hombre
    Time Stamp: a362, Annotation: voy a matar el hombre 
    Time Stamp: a363, Annotation: no merece
    Time Stamp: a364, Annotation: ya
    Time Stamp: a365, Annotation: y
    Time Stamp: a366, Annotation: hey
    Time Stamp: a367, Annotation: para decir al hombre
    Time Stamp: a368, Annotation: se va a
    Time Stamp: a369, Annotation: decir ellll
    Time Stamp: a370, Annotation: elll
    Time Stamp: a371, Annotation: hombre
    Time Stamp: a372, Annotation: el hombre
    Time Stamp: a373, Annotation: el hombre
    Time Stamp: a374, Annotation: o
    Time Stamp: a375, Annotation: hombre
    Time Stamp: a376, Annotation: el hombre 
    Time Stamp: a377, Annotation: al hombre
    Time Stamp: a378, Annotation: gua
    Time Stamp: a379, Annotation: voy a matar 
    Time Stamp: a527, Annotation: es hombre
    Time Stamp: a528, Annotation: hombre
    Time Stamp: a529, Annotation: es hombre
    Time Stamp: a530, Annotation: ha ja 
    Time Stamp: a531, Annotation: ha ja
    Time Stamp: a532, Annotation: aqui
    Time Stamp: a533, Annotation: hay otros
    Time Stamp: a534, Annotation: que podemos
    Time Stamp: a535, Annotation: ser
    Time Stamp: a536, Annotation: eeeeeee
    Time Stamp: a537, Annotation: a ver
    Time Stamp: a538, Annotation: como dice 
    Time Stamp: a539, Annotation: en kichwa
    Time Stamp: a540, Annotation: amor
    Time Stamp: a541, Annotation: asi
    Time Stamp: a542, Annotation: como digo
    Time Stamp: a543, Annotation: como digo
    Time Stamp: a544, Annotation: a ja
    Time Stamp: a545, Annotation: eee
    Time Stamp: a546, Annotation: y
    Time Stamp: a547, Annotation: como digo
    Time Stamp: a548, Annotation: la palabra amor 
    Time Stamp: a549, Annotation: sabes como decir
    Time Stamp: a550, Annotation: amor
    Time Stamp: a551, Annotation: en kichwa
    Time Stamp: a552, Annotation: o  yo te amo
    Time Stamp: a553, Annotation: mi amorcito 
    Time Stamp: a554, Annotation: con tu corazon 
    Time Stamp: a555, Annotation: mmmm
    Time Stamp: a556, Annotation: a ja 
    Time Stamp: a557, Annotation: conoceeeeeeeeee
    Time Stamp: a558, Annotation: mi querida
    Time Stamp: a559, Annotation: quierele
    Time Stamp: a560, Annotation: haaa
    Time Stamp: a561, Annotation: te quiero
    Time Stamp: a562, Annotation: como se dice
    Time Stamp: a563, Annotation: si
    Time Stamp: a564, Annotation: yo te quiero
    Time Stamp: a565, Annotation: este
    Time Stamp: a566, Annotation: yo 
    Time Stamp: a567, Annotation: tu
    Time Stamp: a568, Annotation: tu corazon quiero 
    Time Stamp: a569, Annotation: te quiero
    Time Stamp: a570, Annotation: a ja 
    Time Stamp: a571, Annotation: muy bien
    Time Stamp: a572, Annotation: eeeeeeeee
    Time Stamp: a573, Annotation: un gusanito 
    Time Stamp: a574, Annotation: como se 
    Time Stamp: a575, Annotation: se dice
    Time Stamp: a576, Annotation: un gusanito
    Time Stamp: a577, Annotation: esque hay 
    Time Stamp: a578, Annotation: di
    Time Stamp: a579, Annotation: hay varios 
    Time Stamp: a580, Annotation: no
    Time Stamp: a581, Annotation: eeeeeeeeee
    Time Stamp: a582, Annotation: creo que 
    Time Stamp: a583, Annotation: segun lo que le estoy escuchando
    Time Stamp: a584, Annotation: por aqui se llama
    Time Stamp: a585, Annotation: gusano 
    Time Stamp: a711, Annotation: gusano 
    Time Stamp: a712, Annotation: o sino 
    Time Stamp: a713, Annotation: gusano 
    Time Stamp: a714, Annotation: a ja
    Time Stamp: a715, Annotation: eso es 
    Time Stamp: a716, Annotation: gusano 
    Time Stamp: a717, Annotation: a ja 
    Time Stamp: a718, Annotation: y  suena mas
    Time Stamp: a719, Annotation: gusano 
    Time Stamp: a720, Annotation: o se suena mas
    Time Stamp: a721, Annotation: gusano 
    Time Stamp: a722, Annotation: gusano
    Time Stamp: a723, Annotation: gusano
    Time Stamp: a724, Annotation: como
    Time Stamp: a725, Annotation: macho
    Time Stamp: a775, Annotation: otro mas 
    Time Stamp: a776, Annotation: que tiene ese
    Time Stamp: a777, Annotation: dos
    Time Stamp: a778, Annotation: mmmmm
    Time Stamp: a779, Annotation: ya ya 
    Time Stamp: a780, Annotation: ha ya
    Time Stamp: a781, Annotation: hembra 
    Time Stamp: a782, Annotation: gusano 
    Time Stamp: a783, Annotation: y
    Time Stamp: a784, Annotation: macho 
    Time Stamp: a785, Annotation: macho 
    Time Stamp: a786, Annotation: ha ya, ya 
    Time Stamp: a787, Annotation: entonces ahi 
    Time Stamp: a788, Annotation: como que le
    Time Stamp: a789, Annotation: escucho 
    Time Stamp: a790, Annotation: mas la pronunciacion
    Time Stamp: a791, Annotation: macho 
    Time Stamp: a792, Annotation: y gusano 
    Time Stamp: a793, Annotation: no
    Time Stamp: a794, Annotation: cierto 
    Time Stamp: a795, Annotation: hay dice 
    Time Stamp: a796, Annotation: macho 
    Time Stamp: a797, Annotation: tambien
    Time Stamp: a798, Annotation: pero no dice
    Time Stamp: a799, Annotation: gusano 
    Time Stamp: a800, Annotation: o si dice 
    Time Stamp: a801, Annotation: gusano 
    Time Stamp: a802, Annotation: ya
    Time Stamp: a803, Annotation: macho 
    Time Stamp: a804, Annotation: macho 
    Time Stamp: a805, Annotation: ha ja 
    Time Stamp: a806, Annotation: macho, macho 
    Time Stamp: a807, Annotation: vas a tomar 
    Time Stamp: a808, Annotation: y
    Time Stamp: a809, Annotation: que 
    Time Stamp: a810, Annotation: que tomas 
    Time Stamp: a811, Annotation: si te dicen asi 
    Time Stamp: a812, Annotation: si dicen asi 
    Time Stamp: a813, Annotation: trago (puntas)
    Time Stamp: a814, Annotation: chicha
    Time Stamp: a815, Annotation: chicha
    Time Stamp: a816, Annotation: chicha
    Time Stamp: a817, Annotation: tomemos 
    Time Stamp: a818, Annotation: tomemos chicha
    Time Stamp: a819, Annotation: tomemos chicha 
    Time Stamp: a820, Annotation: tomemos chicha 
    Time Stamp: a821, Annotation: mm j 
    Time Stamp: a822, Annotation: ha ja 
    Time Stamp: a823, Annotation: te has ido al Oriente 
    Time Stamp: a824, Annotation: usted 
    Time Stamp: a825, Annotation: se ha ido al Oriente 
    Time Stamp: a826, Annotation: muy lejos 
    Time Stamp: a827, Annotation: verdad
    Time Stamp: a828, Annotation: via a Papallagta
    Time Stamp: a829, Annotation: Papallagta
    Time Stamp: a830, Annotation: a ja 
    Time Stamp: a831, Annotation: lejos 
    Time Stamp: a832, Annotation: lejos 
    Time Stamp: a833, Annotation: lejos 
    Time Stamp: a834, Annotation: si
    Time Stamp: a835, Annotation: mm j 
    Time Stamp: a836, Annotation: eeeeeeeee
    Time Stamp: a837, Annotation: las personas 
    Time Stamp: a838, Annotation: antes 
    Time Stamp: a839, Annotation: a pie 
    Time Stamp: a840, Annotation: se fueron/se iban 
    Time Stamp: a841, Annotation: al Oriente 
    Time Stamp: a842, Annotation: carro
    Time Stamp: a843, Annotation: a ja 
    Time Stamp: a844, Annotation: este
    Time Stamp: a845, Annotation: dijiste este Alama 
    Time Stamp: a846, Annotation: donde vivo 
    Time Stamp: a847, Annotation: las Alamas
    Time Stamp: a848, Annotation: Alama 
    Time Stamp: a849, Annotation: en el Oriente 
    Time Stamp: a850, Annotation: Las Alamas 
    Time Stamp: a851, Annotation: lo que dijiste
    Time Stamp: a852, Annotation: non
    Time Stamp: a853, Annotation: no
