Speaker: Simeon
  Tier Type: po, Annotations Count: 1351
    Time Stamp: a462, Annotation: yo
    Time Stamp: a463, Annotation: voy a matar
    Time Stamp: a464, Annotation: para que
    Time Stamp: a465, Annotation: n me gustao
    Time Stamp: a466, Annotation: nombre
    Time Stamp: a467, Annotation: no merece
    Time Stamp: a468, Annotation: como
    Time Stamp: a469, Annotation: hombre
    Time Stamp: a470, Annotation: hombre
    Time Stamp: a471, Annotation: le voy a matar al hombre
    Time Stamp: a645, Annotation: si
    Time Stamp: a646, Annotation: hombre
    Time Stamp: a647, Annotation: hombre
    Time Stamp: a648, Annotation: es hombre
    Time Stamp: a649, Annotation: mujer
    Time Stamp: a650, Annotation: es mujer
    Time Stamp: a651, Annotation: eee
    Time Stamp: a652, Annotation: que dices 
    Time Stamp: a653, Annotation: dice
    Time Stamp: a654, Annotation: como se dice 
    Time Stamp: a655, Annotation: este
    Time Stamp: a656, Annotation: yo quiero verle 
    Time Stamp: a657, Annotation: haaa
    Time Stamp: a658, Annotation: en kichwa
    Time Stamp: a659, Annotation: mi amor 
    Time Stamp: a660, Annotation: mi amorcito 
    Time Stamp: a661, Annotation: mi
    Time Stamp: a662, Annotation: me gusta 
    Time Stamp: a663, Annotation: corazo
    Time Stamp: a664, Annotation: con tu corazaon
    Time Stamp: a665, Annotation: a mi me gusta
    Time Stamp: a666, Annotation: tu corazon
    Time Stamp: a667, Annotation: quiranse
    Time Stamp: a668, Annotation: se dice
    Time Stamp: a669, Annotation: yo te quiero
    Time Stamp: a670, Annotation: queriendo
    Time Stamp: a671, Annotation: si
    Time Stamp: a672, Annotation: este 
    Time Stamp: a673, Annotation: como es
    Time Stamp: a674, Annotation: gusano 
    Time Stamp: a675, Annotation: eeeee
    Time Stamp: a676, Annotation: no me acuerdo como se dice
    Time Stamp: a677, Annotation: al gusano
    Time Stamp: a741, Annotation: aaa
    Time Stamp: a742, Annotation: gusano 
    Time Stamp: a743, Annotation: gusano
    Time Stamp: a744, Annotation: essssss
    Time Stamp: a745, Annotation: claro que
    Time Stamp: a746, Annotation: gusano
    Time Stamp: a747, Annotation: es
    Time Stamp: a748, Annotation: un pequeño
    Time Stamp: a749, Annotation: gusano 
    Time Stamp: a750, Annotation: ese es 
    Time Stamp: a751, Annotation: gusano 
    Time Stamp: a752, Annotation: gusano 
    Time Stamp: a753, Annotation: si
    Time Stamp: a754, Annotation: se dice mas gusano 
    Time Stamp: a755, Annotation: gusano
    Time Stamp: a756, Annotation: no 
    Time Stamp: a757, Annotation: cierto 
    Time Stamp: a953, Annotation: macho
    Time Stamp: a954, Annotation: y hembra
    Time Stamp: a955, Annotation: gusano 
    Time Stamp: a956, Annotation: macho
    Time Stamp: a957, Annotation: hembra
    Time Stamp: a958, Annotation: dos
    Time Stamp: a959, Annotation: dos
    Time Stamp: a960, Annotation: gusano 
    Time Stamp: a961, Annotation: hembra 
    Time Stamp: a962, Annotation: macho
    Time Stamp: a963, Annotation: gusano
    Time Stamp: a964, Annotation: eso es hembra y macho
    Time Stamp: a965, Annotation: para que
    Time Stamp: a966, Annotation: crece
    Time Stamp: a967, Annotation: hembra 
    Time Stamp: a968, Annotation: si
    Time Stamp: a969, Annotation: hembra 
    Time Stamp: a970, Annotation: macho 
    Time Stamp: a971, Annotation: macho 
    Time Stamp: a972, Annotation: varon 
    Time Stamp: a973, Annotation: hembra 
    Time Stamp: a974, Annotation: mujer
    Time Stamp: a975, Annotation: macho 
    Time Stamp: a976, Annotation: si
    Time Stamp: a977, Annotation: gusano macho 
    Time Stamp: a978, Annotation: macho y hembra  
    Time Stamp: a979, Annotation: macho y hembra 
    Time Stamp: a980, Annotation: macho 
    Time Stamp: a981, Annotation: dice
    Time Stamp: a982, Annotation: se es
    Time Stamp: a983, Annotation: mas valiente
    Time Stamp: a984, Annotation: macho 
    Time Stamp: a985, Annotation: macho
    Time Stamp: a986, Annotation: macho 
    Time Stamp: a987, Annotation: macho 
    Time Stamp: a988, Annotation: tambien dice
    Time Stamp: a989, Annotation: macho, macho 
    Time Stamp: a990, Annotation: se toma 
    Time Stamp: a991, Annotation: macho, macho 
    Time Stamp: a992, Annotation: toma
    Time Stamp: a993, Annotation: que 
    Time Stamp: a994, Annotation: eeee
    Time Stamp: a995, Annotation: tragooooo (puntas)
    Time Stamp: a996, Annotation: azua
    Time Stamp: a997, Annotation: chicha
    Time Stamp: a998, Annotation: eso es la chicha
    Time Stamp: a999, Annotation: chicha
    Time Stamp: a1000, Annotation: ha, ha
    Time Stamp: a1001, Annotation: tomemos chicha
    Time Stamp: a1002, Annotation: dice
    Time Stamp: a1003, Annotation: yo voy a tomar chicha 
    Time Stamp: a1004, Annotation: tomemos chicha 
    Time Stamp: a1005, Annotation: bastante 
    Time Stamp: a1006, Annotation: a mi 
    Time Stamp: a1007, Annotation: me gusta 
    Time Stamp: a1008, Annotation: me gusta 
    Time Stamp: a1009, Annotation: la chicha 
    Time Stamp: a1010, Annotation: no voy a emborracharme 
    Time Stamp: a1011, Annotation: aun no de chumarme 
    Time Stamp: a1012, Annotation: de que 
    Time Stamp: a1013, Annotation: al Oriente 
    Time Stamp: a1014, Annotation: uuuf
    Time Stamp: a1015, Annotation: es muy lejos 
    Time Stamp: a1016, Annotation: lejos
    Time Stamp: a1017, Annotation: este camino 
    Time Stamp: a1018, Annotation: eeee
    Time Stamp: a1019, Annotation: Papallagta
    Time Stamp: a1020, Annotation: para que 
    Time Stamp: a1021, Annotation: para que 
    Time Stamp: a1022, Annotation: lejos, lejos
    Time Stamp: a1023, Annotation: iba  
    Time Stamp: a1024, Annotation: no esta lejos 
    Time Stamp: a1025, Annotation: Papallagta
    Time Stamp: a1026, Annotation: Oriente 
    Time Stamp: a1027, Annotation: esta
    Time Stamp: a1028, Annotation: ju 
    Time Stamp: a1029, Annotation: esta muy lejos 
    Time Stamp: a1030, Annotation: esta muy lejos 
    Time Stamp: a1031, Annotation: lejos 
    Time Stamp: a1032, Annotation: no 
    Time Stamp: a1033, Annotation: carro 
    Time Stamp: a1034, Annotation: se van 
    Time Stamp: a1035, Annotation: carro
    Time Stamp: a1036, Annotation: se van 
    Time Stamp: a1037, Annotation: donde vive
    Time Stamp: a1038, Annotation: dueño casa
    Time Stamp: a1039, Annotation: donde yo voy el 
    Time Stamp: a1040, Annotation: si
    Time Stamp: a1041, Annotation: claro 
    Time Stamp: a1042, Annotation: eso son 
    Time Stamp: a1043, Annotation: eso
    Time Stamp: a1044, Annotation: viven 
    Time Stamp: a1045, Annotation: ashilana
    Time Stamp: a1046, Annotation: eeeeeeeee
    Time Stamp: a1047, Annotation: dos Pasto
    Time Stamp: a1048, Annotation: dos pastos
    Time Stamp: a1049, Annotation: en dos partes 
    Time Stamp: a1050, Annotation: ashilona 
    Time Stamp: a1051, Annotation: esteeeeeeeeee
    Time Stamp: a1052, Annotation: como esssssss
    Time Stamp: a1053, Annotation: se van al Oriente
    Time Stamp: a1054, Annotation: ashidona
    Time Stamp: a1055, Annotation: Puyu Napo 
    Time Stamp: a1056, Annotation: dos pueblos
    Time Stamp: a1057, Annotation: dos
    Time Stamp: a1058, Annotation: dos Pastossssss
    Time Stamp: a1059, Annotation: es
    Time Stamp: a1060, Annotation: dos
    Time Stamp: a1061, Annotation: dos
    Time Stamp: a1062, Annotation: dos pastos
    Time Stamp: a1063, Annotation: asi es 
    Time Stamp: a1389, Annotation: todo lo que 
    Time Stamp: a1390, Annotation: quiera
    Time Stamp: a1391, Annotation: saben 
    Time Stamp: a1392, Annotation: kichwa
    Time Stamp: a1393, Annotation: todas
    Time Stamp: a1394, Annotation: las personas saben 
    Time Stamp: a1395, Annotation: solooo
    Time Stamp: a1396, Annotation: (...........)
    Time Stamp: a1397, Annotation: hablan
    Time Stamp: a1398, Annotation: este 
    Time Stamp: a1399, Annotation: hablan 
    Time Stamp: a1400, Annotation: hablan kichwa
    Time Stamp: a1401, Annotation: todos
    Time Stamp: a1402, Annotation: todas
    Time Stamp: a1403, Annotation: las personas
    Time Stamp: a1404, Annotation: si
    Time Stamp: a1405, Annotation: si
    Time Stamp: a1406, Annotation: si
    Time Stamp: a1407, Annotation: si
    Time Stamp: a1408, Annotation: tio 
    Time Stamp: a1409, Annotation: venimos a decir 
    Time Stamp: a1410, Annotation: si, compadre 
    Time Stamp: a1411, Annotation: dos
    Time Stamp: a1412, Annotation: a ver 
    Time Stamp: a1413, Annotation: si, compadre 
    Time Stamp: a1414, Annotation: risas
    Time Stamp: a1415, Annotation: Otavalo
    Time Stamp: a1416, Annotation: aaaaaaaaaa
    Time Stamp: a1417, Annotation: si
    Time Stamp: a1418, Annotation: compadre 
    Time Stamp: a1419, Annotation: Otavalo
    Time Stamp: a1420, Annotation: que 
    Time Stamp: a1421, Annotation: compadre
    Time Stamp: a1422, Annotation: es bastante bueno 
    Time Stamp: a1423, Annotation: bastante bueno 
    Time Stamp: a1424, Annotation: bstante 
    Time Stamp: a1425, Annotation: tomemos 
    Time Stamp: a1426, Annotation: se emborracha 
    Time Stamp: a1427, Annotation: ala 
    Time Stamp: a1428, Annotation: chevere 
    Time Stamp: a1429, Annotation: compadre 
    Time Stamp: a1430, Annotation: dice
    Time Stamp: a1431, Annotation: ahora 
    Time Stamp: a1432, Annotation: se toma 
    Time Stamp: a1433, Annotation: ahora se toma 
    Time Stamp: a1434, Annotation: vamos tomando 
    Time Stamp: a1435, Annotation: bueno 
    Time Stamp: a1436, Annotation: si los de 
    Time Stamp: a1437, Annotation: tiene otro
    Time Stamp: a1438, Annotation: diferente son
    Time Stamp: a1439, Annotation: claro que 
    Time Stamp: a1440, Annotation: parece
    Time Stamp: a1441, Annotation: que son 
    Time Stamp: a1442, Annotation: los mismos
    Time Stamp: a1443, Annotation: pero son
    Time Stamp: a1444, Annotation: diferente 
    Time Stamp: a1445, Annotation: perro 
    Time Stamp: a1446, Annotation: o perro
    Time Stamp: a1447, Annotation: te gusta decir 
    Time Stamp: a1448, Annotation: perro 
    Time Stamp: a1449, Annotation: oo
    Time Stamp: a1450, Annotation: perro 
    Time Stamp: a1451, Annotation: dice
    Time Stamp: a1452, Annotation: le gusta decir 
    Time Stamp: a1453, Annotation: perro 
    Time Stamp: a1454, Annotation: plata (dinero)
    Time Stamp: a1455, Annotation: que tal 
    Time Stamp: a1456, Annotation: que te gusta decir
    Time Stamp: a1457, Annotation: plata (dinero)
    Time Stamp: a1458, Annotation: ooooo
    Time Stamp: a1459, Annotation: plata (dinero)
    Time Stamp: a1460, Annotation: dice
    Time Stamp: a1461, Annotation: plata(dinero)
    Time Stamp: a1462, Annotation: le gusta
    Time Stamp: a1463, Annotation: dale terreno 
    Time Stamp: a1464, Annotation: no
    Time Stamp: a1465, Annotation: no
    Time Stamp: a1466, Annotation: hablan
    Time Stamp: a1467, Annotation: comolos de Otavalo
    Time Stamp: a1468, Annotation: yo
    Time Stamp: a1469, Annotation: yo estoy hablando
    Time Stamp: a1470, Annotation: noo
    Time Stamp: a1471, Annotation: a Oatavalo
    Time Stamp: a1472, Annotation: por decir 
    Time Stamp: a1473, Annotation: si no 
    Time Stamp: a1474, Annotation: casi al Oriente
    Time Stamp: a1475, Annotation: si
    Time Stamp: a1476, Annotation: no, cierto 
    Time Stamp: a1477, Annotation: los Orientanos 
    Time Stamp: a1478, Annotation: dicen 
    Time Stamp: a1479, Annotation: perro
    Time Stamp: a1480, Annotation: yyyy
    Time Stamp: a1481, Annotation: looo
    Time Stamp: a1482, Annotation: de aqui 
    Time Stamp: a1483, Annotation: de
    Time Stamp: a1484, Annotation: Otavalo
    Time Stamp: a1485, Annotation: dicen 
    Time Stamp: a1486, Annotation: perro
    Time Stamp: a1487, Annotation: mujer 
    Time Stamp: a1488, Annotation: aaa
    Time Stamp: a1489, Annotation: aaa
    Time Stamp: a1490, Annotation: perro 
    Time Stamp: a1491, Annotation: decia
    Time Stamp: a1492, Annotation: perro 
    Time Stamp: a1493, Annotation: como la 
    Time Stamp: a1494, Annotation: el
    Time Stamp: a1495, Annotation: la, la 
    Time Stamp: a1496, Annotation: haaa
    Time Stamp: a1700, Annotation: ya
    Time Stamp: a1701, Annotation: arcoiris
    Time Stamp: a1702, Annotation: se dice 
    Time Stamp: a1703, Annotation: arcoiris
    Time Stamp: a1704, Annotation: arcoiris
    Time Stamp: a1705, Annotation: ammmmmm
    Time Stamp: a1706, Annotation: eseeeeeeeee
    Time Stamp: a1707, Annotation: esteeee
    Time Stamp: a1708, Annotation: haaa
    Time Stamp: a1709, Annotation: al arbol
    Time Stamp: a1710, Annotation: ese
    Time Stamp: a1711, Annotation: como
    Time Stamp: a1712, Annotation: dice al arbol
    Time Stamp: a1713, Annotation: no
    Time Stamp: a1714, Annotation: no
    Time Stamp: a1715, Annotation: arbol
    Time Stamp: a1716, Annotation: otro 
    Time Stamp: a1717, Annotation: grande
    Time Stamp: a1718, Annotation: grandeee
    Time Stamp: a1719, Annotation: arbol
    Time Stamp: a1720, Annotation: semejante 
    Time Stamp: a1721, Annotation: arbol
    Time Stamp: a1722, Annotation: como jefe
    Time Stamp: a1723, Annotation: alto 
    Time Stamp: a1724, Annotation: None
    Time Stamp: a1725, Annotation: no, eso aqui no 
    Time Stamp: a1726, Annotation: entiendo
    Time Stamp: a1727, Annotation: no
    Time Stamp: a1891, Annotation: desecho 
    Time Stamp: a1892, Annotation: ha no conozco 
    Time Stamp: a1893, Annotation: no conozco 
    Time Stamp: a1894, Annotation: eeeee
    Time Stamp: a1895, Annotation: desecho
    Time Stamp: a1896, Annotation: decimos a un gusanito 
    Time Stamp: a1897, Annotation: es gusno (kullo)
    Time Stamp: a1898, Annotation: que ri
    Time Stamp: a1899, Annotation: que le decimos 
    Time Stamp: a1900, Annotation: kuzo
    Time Stamp: a1901, Annotation: ese es un animalito 
    Time Stamp: a1902, Annotation: del
    Time Stamp: a1903, Annotation: de
    Time Stamp: a1904, Annotation: ti
    Time Stamp: a1905, Annotation: de tierra 
    Time Stamp: a1906, Annotation: si
    Time Stamp: a1907, Annotation: aaaaaaaaaa
    Time Stamp: a1908, Annotation: ordeñar vacas 
    Time Stamp: a1909, Annotation: como es 
    Time Stamp: a1910, Annotation: harto estado olvidando
    Time Stamp: a1911, Annotation: aaaaaaa
    Time Stamp: a1912, Annotation: ternero
    Time Stamp: a1913, Annotation: teta
    Time Stamp: a1914, Annotation: vaca
    Time Stamp: a1915, Annotation: le ordeña
    Time Stamp: a1916, Annotation: coge 
    Time Stamp: a1917, Annotation: este 
    Time Stamp: a1918, Annotation: teta de la vaca 
    Time Stamp: a1919, Annotation: coge 
    Time Stamp: a1920, Annotation: decia 
    Time Stamp: a1921, Annotation: yo estoy cogiendo 
    Time Stamp: a1922, Annotation: coge 
    Time Stamp: a1923, Annotation: si
    Time Stamp: a1924, Annotation: coge 
    Time Stamp: a1925, Annotation: y ordeñemos 
    Time Stamp: a1926, Annotation: mander
    Time Stamp: a1927, Annotation: tulpa 
    Time Stamp: a1928, Annotation: que dicen 
    Time Stamp: a1929, Annotation: tulpa 
    Time Stamp: a1930, Annotation: donde se para las ollas 
    Time Stamp: a1931, Annotation: esteeee
    Time Stamp: a1932, Annotation: humo
    Time Stamp: a1933, Annotation: humo
    Time Stamp: a1934, Annotation: mi casa
    Time Stamp: a1935, Annotation: fuerte 
    Time Stamp: a1936, Annotation: humo 
    Time Stamp: a1937, Annotation: esta dice 
    Time Stamp: a1938, Annotation: fuerte humo
    Time Stamp: a1939, Annotation: esta dice
    Time Stamp: a1940, Annotation: pero en kichwa 
    Time Stamp: a1941, Annotation: en kichwa
    Time Stamp: a1942, Annotation: de nuevo el humo 
    Time Stamp: a1943, Annotation: mi casa
    Time Stamp: a1944, Annotation: plata 
    Time Stamp: a1945, Annotation: plata 
    Time Stamp: a1946, Annotation: haaaaa
    Time Stamp: a1947, Annotation: alegre 
    Time Stamp: a1948, Annotation: naaa
    Time Stamp: a1949, Annotation: no, no 
    Time Stamp: a1950, Annotation: en distintas partes 
    Time Stamp: a1951, Annotation: a de ver algo 
    Time Stamp: a1952, Annotation: de ese material 
    Time Stamp: a1953, Annotation: que llaman el nombre
    Time Stamp: a1954, Annotation: pero por esos 
    Time Stamp: a1955, Annotation: sectores como es 
    Time Stamp: a1956, Annotation: Sierra 
    Time Stamp: a1957, Annotation: no se da
    Time Stamp: a2273, Annotation: aaaaaa
    Time Stamp: a2274, Annotation: haaa
    Time Stamp: a2275, Annotation: tulps
    Time Stamp: a2276, Annotation: no
    Time Stamp: a2277, Annotation: esto 
    Time Stamp: a2278, Annotation: se llama 
    Time Stamp: a2279, Annotation: esto
    Time Stamp: a2280, Annotation: deciannnnn
    Time Stamp: a2281, Annotation: como eraaaa
    Time Stamp: a2282, Annotation: antes 
    Time Stamp: a2283, Annotation: salian 
    Time Stamp: a2284, Annotation: de humos 
    Time Stamp: a2285, Annotation: sentaban 
    Time Stamp: a2286, Annotation: en los 
    Time Stamp: a2287, Annotation: vertientes 
    Time Stamp: a2288, Annotation: sentaban
    Time Stamp: a2289, Annotation: como
    Time Stamp: a2290, Annotation: polvo 
    Time Stamp: a2291, Annotation: eso se llamabaaaaaaaaaa
    Time Stamp: a2292, Annotation: como era
    Time Stamp: a2293, Annotation: me olvidado 
    Time Stamp: a2294, Annotation: humo 
    Time Stamp: a2295, Annotation: decia 
    Time Stamp: a2296, Annotation: humo
    Time Stamp: a2297, Annotation: eso de 
    Time Stamp: a2298, Annotation: humo
    Time Stamp: a2299, Annotation: humo 
    Time Stamp: a2300, Annotation: mi tio 
    Time Stamp: a2301, Annotation: esteeeeee
    Time Stamp: a2302, Annotation: no
    Time Stamp: a2303, Annotation: este
    Time Stamp: a2304, Annotation: dicen solo
    Time Stamp: a2305, Annotation: polvo de tierra
    Time Stamp: a2306, Annotation: dicen
    Time Stamp: a2307, Annotation: polvo de tierra
    Time Stamp: a2308, Annotation: piedra
    Time Stamp: a2309, Annotation: piedra
    Time Stamp: a2310, Annotation: si
    Time Stamp: a2311, Annotation: cascada
    Time Stamp: a2312, Annotation: dice que esta
    Time Stamp: a2313, Annotation: cayendo
    Time Stamp: a2314, Annotation: sonando el agua
    Time Stamp: a2315, Annotation: para abajo 
    Time Stamp: a2316, Annotation: cascada
    Time Stamp: a2317, Annotation: cascada
    Time Stamp: a2318, Annotation: eeeeeeeee
    Time Stamp: a2319, Annotation: esteeeeee
    Time Stamp: a2320, Annotation: como dicen
    Time Stamp: a2321, Annotation: hoja de maiz
    Time Stamp: a2322, Annotation: no me acuerdo como se dice
    Time Stamp: a2323, Annotation: hoja de maiz
    Time Stamp: a2324, Annotation: no sabe
    Time Stamp: a2325, Annotation: maiz 
    Time Stamp: a2326, Annotation: hoja de maiz
    Time Stamp: a2327, Annotation: ya que 
    Time Stamp: a2328, Annotation: ya esta botado
    Time Stamp: a2329, Annotation: rastrojo
    Time Stamp: a2330, Annotation: hoja de maiz
    Time Stamp: a2331, Annotation: hoja de maiz
    Time Stamp: a2332, Annotation: decimos 
    Time Stamp: a2333, Annotation: este
    Time Stamp: a2334, Annotation: mi casa
    Time Stamp: a2335, Annotation: mi casa
    Time Stamp: a2336, Annotation: mira 
    Time Stamp: a2337, Annotation: rapido 
    Time Stamp: a2338, Annotation: barre casa
    Time Stamp: a2339, Annotation: si
    Time Stamp: a2340, Annotation: si
    Time Stamp: a2341, Annotation: esteeeee
    Time Stamp: a2342, Annotation: ven 
    Time Stamp: a2343, Annotation: llama 
    Time Stamp: a2344, Annotation: como llama
    Time Stamp: a2345, Annotation: en
    Time Stamp: a2346, Annotation: quechua
    Time Stamp: a2347, Annotation: la escoba
    Time Stamp: a2348, Annotation: escoba
    Time Stamp: a2349, Annotation: coge la escoba
    Time Stamp: a2350, Annotation: para barrer 
    Time Stamp: a2351, Annotation: risa
    Time Stamp: a2352, Annotation: real
    Time Stamp: a2353, Annotation: breve, breve
    Time Stamp: a2354, Annotation: ha ha
    Time Stamp: a2355, Annotation: barre rapido
    Time Stamp: a2356, Annotation: barre rapido dice
    Time Stamp: a2357, Annotation: aaaaaaaaa
    Time Stamp: a2358, Annotation: esto dicennnnnnnnn
    Time Stamp: a2359, Annotation: como dicen la nube
    Time Stamp: a2360, Annotation: no
    Time Stamp: a2361, Annotation: parece pero
    Time Stamp: a2362, Annotation: perro
    Time Stamp: a2363, Annotation: y
    Time Stamp: a2364, Annotation: perro
    Time Stamp: a2365, Annotation: son los mismos
    Time Stamp: a2366, Annotation: es muy diferente
    Time Stamp: a2367, Annotation: por decir
    Time Stamp: a2368, Annotation: este
    Time Stamp: a2369, Annotation: habla
    Time Stamp: a2370, Annotation: nubes
    Time Stamp: a2371, Annotation: nubes
    Time Stamp: a2709, Annotation: nubes
    Time Stamp: a2710, Annotation: del
    Time Stamp: a2711, Annotation: decimos
    Time Stamp: a2712, Annotation: en
    Time Stamp: a2713, Annotation: en
    Time Stamp: a2714, Annotation: en castellano
    Time Stamp: a2715, Annotation: decimos
    Time Stamp: a2716, Annotation: nubes
    Time Stamp: a2717, Annotation: nos olvidamos
    Time Stamp: a2718, Annotation: aaaa
    Time Stamp: a2719, Annotation: un poquito
    Time Stamp: a2720, Annotation: un poquito
    Time Stamp: a2721, Annotation: esta poquito 
    Time Stamp: a2722, Annotation: un  poquito
    Time Stamp: a2723, Annotation: este
    Time Stamp: a2724, Annotation: este
    Time Stamp: a2725, Annotation: no 
    Time Stamp: a2726, Annotation: vendame 
    Time Stamp: a2727, Annotation: venda
    Time Stamp: a2728, Annotation: pan
    Time Stamp: a2729, Annotation: vendame pan 
    Time Stamp: a2730, Annotation: dende pan 
    Time Stamp: a2731, Annotation: pan 
    Time Stamp: a2732, Annotation: es el pan
    Time Stamp: a2733, Annotation: pan 
    Time Stamp: a2734, Annotation: pan 
    Time Stamp: a2735, Annotation: es el pan mismo
    Time Stamp: a2736, Annotation: asi para decir 
    Time Stamp: a2737, Annotation: yo soy de Pifo
    Time Stamp: a2738, Annotation: ño
    Time Stamp: a2739, Annotation: eeeee
    Time Stamp: a2740, Annotation: yo
    Time Stamp: a2741, Annotation: mi tierra
    Time Stamp: a2742, Annotation: Pifo
    Time Stamp: a2743, Annotation: Pifo es
    Time Stamp: a2744, Annotation: mi tierra Pifo 
    Time Stamp: a2745, Annotation: es Pifo 
    Time Stamp: a2746, Annotation: Pifo no mas 
    Time Stamp: a2747, Annotation: haaaaa
    Time Stamp: a2748, Annotation: usted es 
    Time Stamp: a2749, Annotation: usted es de Quito 
    Time Stamp: a2750, Annotation: haaa
    Time Stamp: a2751, Annotation: tierra de gringos
    Time Stamp: a2752, Annotation: risa
    Time Stamp: a2753, Annotation: risas
    Time Stamp: a2754, Annotation: haaaaaa
    Time Stamp: a2755, Annotation: si
    Time Stamp: a2756, Annotation: tambien 
    Time Stamp: a2757, Annotation: tambien 
    Time Stamp: a2758, Annotation: casi queda lo mismo
    Time Stamp: a2759, Annotation: de Pifo 
    Time Stamp: a2760, Annotation: ma 
    Time Stamp: a2761, Annotation: yo 
    Time Stamp: a2762, Annotation: tierra 
    Time Stamp: a2763, Annotation: de Pifo 
    Time Stamp: a2764, Annotation: soy de Pifo 
    Time Stamp: a2765, Annotation: aaaa
    Time Stamp: a2766, Annotation: mi tierra de Archidona 
    Time Stamp: a2767, Annotation: se dice 
    Time Stamp: a2768, Annotation: tu tierra 
    Time Stamp: a2769, Annotation: tu tierra 
    Time Stamp: a2770, Annotation: nombre 
    Time Stamp: a2771, Annotation: como se 
    Time Stamp: a2772, Annotation: no
    Time Stamp: a2773, Annotation: no
    Time Stamp: a2774, Annotation: tu tierra
    Time Stamp: a2775, Annotation: como se llama 
    Time Stamp: a2776, Annotation: como
    Time Stamp: a2777, Annotation: ha ah 
    Time Stamp: a2778, Annotation: puede decir 
    Time Stamp: a2779, Annotation: de donde es 
    Time Stamp: a2780, Annotation: (..............)
    Time Stamp: a2781, Annotation: si, claro
    Time Stamp: a2782, Annotation: para decir 
    Time Stamp: a2783, Annotation: esta preguntando 
    Time Stamp: a2784, Annotation: de donde es 
    Time Stamp: a2785, Annotation: de que 
    Time Stamp: a2786, Annotation: eeee
    Time Stamp: a2787, Annotation: decir
    Time Stamp: a2788, Annotation: de que pueblo (comunidad) eres tu 
    Time Stamp: a2789, Annotation: tu 
    Time Stamp: a2790, Annotation: si 
    Time Stamp: a2791, Annotation: si 
    Time Stamp: a2792, Annotation: asi
    Time Stamp: a2793, Annotation: es
    Time Stamp: a2794, Annotation: ha ja 
    Time Stamp: a2795, Annotation: se dice
    Time Stamp: a3021, Annotation: te respondere 
    Time Stamp: a3022, Annotation: Mi tierra 
    Time Stamp: a3023, Annotation: Pifo
    Time Stamp: a3024, Annotation: soy de Pifo 
    Time Stamp: a3025, Annotation: soy de Pifo 
    Time Stamp: a3026, Annotation: aaaa
    Time Stamp: a3027, Annotation: es Pifo
    Time Stamp: a3028, Annotation: es Pifo  
    Time Stamp: a3029, Annotation: yo vivo 
    Time Stamp: a3030, Annotation: en
    Time Stamp: a3031, Annotation: Pifo 
    Time Stamp: a3032, Annotation: siempre
    Time Stamp: a3033, Annotation: es Pifo 
    Time Stamp: a3034, Annotation: soy de Pifo
    Time Stamp: a3035, Annotation: todo tiempo 
    Time Stamp: a3036, Annotation: ha ja 
    Time Stamp: a3037, Annotation: risas
    Time Stamp: a3038, Annotation: claro
    Time Stamp: a3039, Annotation: aaaaaa
    Time Stamp: a3040, Annotation: claro
    Time Stamp: a3041, Annotation: en
    Time Stamp: a3042, Annotation: bicicleta
    Time Stamp: a3043, Annotation: ennnnn
    Time Stamp: a3044, Annotation: carro
    Time Stamp: a3045, Annotation: en mula
    Time Stamp: a3046, Annotation: esta diceindo que
    Time Stamp: a3047, Annotation: quiere usted
    Time Stamp: a3048, Annotation: quiere conocer
    Time Stamp: a3049, Annotation: cerros/montañas
    Time Stamp: a3050, Annotation: si
    Time Stamp: a3051, Annotation: si
    Time Stamp: a3052, Annotation: si
    Time Stamp: a3053, Annotation: bien
    Time Stamp: a3054, Annotation: es
    Time Stamp: a3055, Annotation: asi es 
    Time Stamp: a3056, Annotation: todos saben 
    Time Stamp: a3057, Annotation: risas
    Time Stamp: a3058, Annotation: Pichincha
    Time Stamp: a3059, Annotation: Wawa Pichincha (Niño Pichincha) 
    Time Stamp: a3060, Annotation: Rruku Pichincha (Viejo Pichincha)
    Time Stamp: a3061, Annotation: dos
    Time Stamp: a3062, Annotation: papa, mama
    Time Stamp: a3063, Annotation: papa, mama
    Time Stamp: a3064, Annotation: mmmmmmmmm
    Time Stamp: a3065, Annotation: no entendi
    Time Stamp: a3066, Annotation: eseeeeeee
    Time Stamp: a3067, Annotation: montañas
    Time Stamp: a3068, Annotation: montaña de Tumbaco
    Time Stamp: a3227, Annotation: montaña de Ilalo
    Time Stamp: a3228, Annotation: montaña de Ilalo
    Time Stamp: a3229, Annotation: Ilalooooooo
    Time Stamp: a3230, Annotation: este
    Time Stamp: a3231, Annotation: otro
    Time Stamp: a3232, Annotation: essss
    Time Stamp: a3233, Annotation: como esssss
    Time Stamp: a3234, Annotation: Ilalooooo
    Time Stamp: a3235, Annotation: ese
    Time Stamp: a3236, Annotation: Ilalo
    Time Stamp: a3237, Annotation: deee
    Time Stamp: a3238, Annotation: de
    Time Stamp: a3239, Annotation: de Tumbaco 
    Time Stamp: a3240, Annotation: Ilalooo
    Time Stamp: a3241, Annotation: deeee
    Time Stamp: a3242, Annotation: como es 
    Time Stamp: a3243, Annotation: de
    Time Stamp: a3244, Annotation: Baño caliente 
    Time Stamp: a3245, Annotation: el Tingo
    Time Stamp: a3246, Annotation: exacto
    Time Stamp: a3247, Annotation: este
    Time Stamp: a3248, Annotation: a ese lado 
    Time Stamp: a3249, Annotation: Tumbaco
    Time Stamp: a3250, Annotation: Tumbaco
